fleet,headway.min,ewt.a,headway.max,buses,line,planned.buses,headway.observed,headway,hcv,ewt.v,simulation.fitness
20.0,3.0,1.158769093295191,20.0,2.0,T31n,3.0,16.78969983588156,15.062427108608833,0.33596555050511945,0.36137863464045233,0.1672711557308292
15.0,1.0,2.915251150855338,20.0,9.0,T31s,4.0,3.496573796486084,1.2880714055636775,1.0182894003790357,0.980959368014952,0.6439978112791395
20.0,3.0,1.2516630214336102,20.0,2.0,T31n,3.0,8.306664278813496,7.761209733358949,0.5223900774263522,0.04982128671859225,0.45230125002334154
15.0,1.0,1.6373238685051748,20.0,9.0,T31s,4.0,4.417817444649851,2.8459077087184665,0.6452945558104727,1.684432289297959,0.6735122599187312
20.0,3.0,1.1171480891330456,20.0,10.0,T31n,3.0,8.239470602924163,7.761209733358949,0.4975503759731163,0.5784251576096376,0.48636914428331857
15.0,1.0,2.705665116256441,20.0,9.0,T31s,4.0,3.4869714163006282,1.2880714055636775,0.9616957287009198,2.1227215671088153,0.7570096177711803
20.0,3.0,1.0094520856864462,20.0,10.0,T31n,3.0,8.293331049299864,7.761209733358949,0.4692417001394907,0.2889557876842629,0.45484430284544336
15.0,1.0,3.005600896585685,20.0,9.0,T31s,4.0,3.8203047496339613,1.2880714055636775,0.9695812794172979,0.3367886796242763,0.5626798526983056
20.0,3.0,1.2105029253771562,20.0,2.0,T31n,3.0,13.954303065828103,13.03122614275118,0.296139719112653,0.8438081926345204,0.31056967892770737
15.0,1.0,3.1364974505979255,20.0,9.0,T31s,4.0,3.120304749633961,1.2880714055636775,0.9655219037033891,12.408208545512121,1.788903233793349
20.0,3.0,2.4882981650200198,20.0,14.0,T31n,3.0,13.877379988905025,13.03122614275118,0.4956309307391675,4.874080737532503,0.6491148941280018
15.0,1.0,2.554575915794227,20.0,4.0,T31s,4.0,3.8203047496339613,1.2880714055636775,0.9851106388153232,3.2158795040269417,0.8799452407167431
20.0,3.0,1.2323175867929055,20.0,2.0,T31n,3.0,15.7290937752755,15.062427108608833,0.351722389762632,0.44353301454632776,0.21302446285742765
15.0,1.0,4.121595670700043,20.0,12.0,T31s,4.0,3.420304749633962,1.2880714055636775,1.0026865619660226,7.843002696896961,1.2487717005557455
20.0,3.0,0.9427982601602439,20.0,2.0,T31n,3.0,8.488482460631674,7.761209733358949,0.5030736591370069,0.1914848300913266,0.4642961454576826
15.0,1.0,1.9190214395044078,20.0,9.0,T31s,4.0,3.2536380829672944,1.2880714055636775,1.0594262284498617,0.8174505624267197,0.659356861865537
20.0,3.0,1.9470564294168358,20.0,14.0,T31n,3.0,14.415841527366565,13.03122614275118,0.35544930984676554,0.6836676528374923,0.20787573339444643
15.0,1.0,2.1271083360812773,20.0,9.0,T31s,4.0,3.053638082967294,1.2880714055636775,0.8862883289847077,0.18465160687764945,0.5809172279062614
20.0,3.0,0.946972407864858,20.0,14.0,T31n,3.0,14.108149219674255,13.03122614275118,0.2736985594050962,0.040516948599141435,0.1662469968642713
15.0,1.0,3.286922751723103,20.0,9.0,T31s,4.0,3.5203047496339614,1.2880714055636775,0.9015543415638423,5.146340617788519,1.040679599837162
20.0,3.0,1.565617020737319,20.0,10.0,T31n,3.0,12.522805967011935,11.65613930034527,0.3991194056916112,1.005564247084112,0.3590940353086086
15.0,1.0,1.1009704110504082,20.0,9.0,T31s,4.0,9.462407628114061,8.96240762811406,0.28992760320778116,0.940002505455767,0.4149568075244684
20.0,3.0,1.3895722321992778,20.0,14.0,T31n,3.0,14.447892809417846,13.03122614275118,0.29727473885495875,0.09833440320794404,0.15354341355720508
15.0,1.0,5.242953181357269,20.0,4.0,T31s,4.0,4.200326517464958,1.2880714055636775,0.986827132293602,5.036735004705318,0.9964342074159585
20.0,3.0,1.3317327439492694,20.0,2.0,T31n,3.0,6.8182789477781345,6.389707519206706,0.5951954320303555,0.812196044966696,0.5867491138359577
15.0,1.0,0.6573584072227487,20.0,9.0,T31s,4.0,4.269041394474963,3.3571318726028734,0.5645136541473,0.24190605757512512,0.5454790468639334
20.0,3.0,2.438493879981368,20.0,14.0,T31n,3.0,14.185072296597335,13.03122614275118,0.5219022925719051,3.770623972359323,0.5315327109879433
15.0,1.0,7.512269307367932,20.0,4.0,T31s,4.0,3.814108361690305,1.2880714055636775,1.1670015741597424,77.69813040881559,8.247401232307322
20.0,3.0,1.8036891639953503,20.0,15.0,T31n,3.0,14.26199537352041,13.03122614275118,0.5240421109403954,2.472011898884435,0.3957054427039114
15.0,1.0,0.879173550133297,20.0,9.0,T31s,4.0,4.251150777983182,2.8459077087184665,0.6050714709805506,0.23172827634162566,0.5446457144022803
20.0,3.0,1.7531831307846786,20.0,2.0,T31n,3.0,8.23947060292417,7.761209733358949,0.5844303033309663,2.0992303645072763,0.6557873197076263
15.0,1.0,0.7807885413225018,20.0,4.0,T31s,4.0,2.7965737964860833,1.2880714055636775,1.140663627083369,0.0026538083133291843,0.6419820633505013
20.0,3.0,1.328561688914616,20.0,14.0,T31n,3.0,8.239470602924166,7.761209733358949,0.40397266531522497,1.3997182084065085,0.5146925813473818
15.0,1.0,2.5505845041894686,20.0,4.0,T31s,4.0,3.486971416300628,1.2880714055636775,0.9944267033415453,6.250850754566447,1.194980116244885
20.0,3.0,1.3459087477732858,20.0,14.0,T31n,3.0,14.185072296597335,13.03122614275118,0.4484958574381879,0.4510187125513458,0.21408324413793545
15.0,1.0,3.150159108107986,20.0,4.0,T31s,4.0,3.2203047496339616,1.2880714055636775,0.9339930317392815,8.480162946979036,1.408297528879126
20.0,3.0,2.1290175390993427,20.0,15.0,T31n,3.0,6.961136090635278,6.389707519206706,0.5223508745381268,3.4359973670991364,0.7431056848378441
15.0,1.0,4.379637724542406,20.0,9.0,T31s,4.0,3.6203047496339615,1.2880714055636775,0.8992786364332398,23.832722558685013,2.884078029220523
20.0,3.0,1.1656558979192515,20.0,15.0,T31n,3.0,6.849791085147647,6.389707519206706,0.46200715269760256,0.33656470113634773,0.4503251026042076
15.0,1.0,3.2498743806877903,20.0,9.0,T31s,4.0,3.2869714163006276,1.2880714055636775,0.9006944904947003,6.7656323745430225,1.2106321788790362
20.0,3.0,0.9842480132083313,20.0,15.0,T31n,3.0,6.675421804920992,6.389707519206706,0.5162197873109703,0.019670320461604482,0.43383929558264106
15.0,1.0,1.3792556352472995,20.0,9.0,T31s,4.0,18.710767884234844,17.710767884234844,0.19269926802426549,0.08256395685789689,0.02187093289015679
20.0,3.0,1.3794894099424462,20.0,10.0,T31n,3.0,14.185072296597333,13.03122614275118,0.2555542322670775,1.3940277185328784,0.32863819392979765
15.0,1.0,1.6150525672081537,20.0,9.0,T31s,4.0,3.053638082967295,1.2880714055636775,0.9899159379806365,0.11686538617254433,0.5947424821128062
20.0,3.0,1.4315800953704567,20.0,10.0,T31n,3.0,13.53122614275118,13.03122614275118,0.41881228413761834,1.4766646697567045,0.3752628036075972
15.0,1.0,1.205936679389405,20.0,9.0,T31s,4.0,19.72963372866658,18.72963372866658,0.1661824698441876,0.16727383117014777,-0.0010180912562596789
20.0,3.0,1.2377876529476022,20.0,14.0,T31n,3.0,20.90235115069845,19.79124003958734,0.23854214921896888,0.12148737302863595,-0.04293558121277902
15.0,1.0,2.0869600731450686,20.0,4.0,T31s,4.0,3.2536380829672944,1.2880714055636775,0.9814632770293424,0.830076629139139,0.6682472707444533
20.0,3.0,0.8992793464845594,20.0,14.0,T31n,3.0,6.746850376349563,6.389707519206706,0.46554481837021866,0.08734641592519155,0.4508789781324543
15.0,1.0,4.705770079441361,20.0,5.0,T31s,4.0,3.4536380829672946,1.2880714055636775,0.9814801274456175,24.88346882674427,3.014745922986804
20.0,3.0,1.447312989027329,20.0,10.0,T31n,3.0,8.249852788430298,7.761209733358949,0.40133841411806637,1.5004088190458909,0.5619765861668662
15.0,1.0,2.2996427524155267,20.0,5.0,T31s,4.0,3.2203047496339616,1.2880714055636775,0.8680676647876416,3.073316956431705,0.8778804572828978
20.0,3.0,1.7246132314133207,20.0,2.0,T31n,3.0,16.69879074497247,15.062427108608833,0.28377041251206603,1.188018088632553,0.23660726071810395
15.0,1.0,3.262036633188342,20.0,9.0,T31s,4.0,2.9869714163006282,1.2880714055636775,0.8522272090136886,0.3265640754714849,0.5711090599842966
20.0,3.0,2.3201404328582935,20.0,15.0,T31n,3.0,6.73293225066361,6.389707519206706,0.631064885782593,4.0445754789510895,0.8190666924477779
15.0,1.0,0.9890364139200254,20.0,12.0,T31s,4.0,7.913659236169788,7.593659236169787,0.40139475924853246,0.38079488719593485,0.3631775196115208
20.0,3.0,1.3850418820930122,20.0,14.0,T31n,3.0,13.723533835058872,13.03122614275118,0.32367268551397615,0.7285172514420424,0.24485771090837047
15.0,1.0,2.7070254725026413,20.0,4.0,T31s,4.0,3.5536380829672938,1.2880714055636775,0.8990795006626595,2.6648932670185355,0.8216155646980469
20.0,3.0,1.4913060781559824,20.0,15.0,T31n,3.0,14.03122614275118,13.03122614275118,0.4824975333578269,0.9816013162703235,0.25690238478112126
15.0,1.0,2.5125653922480806,20.0,9.0,T31s,4.0,2.9869714163006273,1.2880714055636775,1.0606441250133614,4.865744430542442,1.0608582119101648
20.0,3.0,1.5383741518827247,20.0,15.0,T31n,3.0,14.06360506355463,13.448220448170018,0.4202034253527178,1.7840542314131054,0.3288341185802319
15.0,1.0,1.4628782431749476,20.0,13.0,T31s,4.0,14.725697739546762,13.802620816469837,0.33205974866140503,0.3929806143334157,0.10026168695253002
20.0,3.0,1.3359500052112687,20.0,15.0,T31n,3.0,6.746850376349562,6.389707519206706,0.5741545869599021,0.29069657167077184,0.45718035242503074
15.0,1.0,3.7604920261561894,20.0,9.0,T31s,4.0,3.553638082967295,1.2880714055636775,0.9594913396939684,3.318311016032112,0.8531463224069249
20.0,3.0,0.8841422084976724,20.0,14.0,T31n,3.0,6.732932250663609,6.389707519206706,0.6304970990202695,0.38399032016294155,0.4978325673463587
15.0,1.0,5.018451111252322,20.0,4.0,T31s,4.0,3.3203047496339613,1.2880714055636775,1.172050337428031,9.17840694748936,1.4614039246993045
20.0,3.0,1.6688117629740509,20.0,14.0,T31n,3.0,14.185072296597333,13.03122614275118,0.5416416774558941,0.28811958040144836,0.20064985262070104
15.0,1.0,1.5874217871800669,20.0,4.0,T31s,4.0,19.81542220752102,18.148755540854353,0.18369807650420195,0.7313633165991367,0.06558647596080558
20.0,3.0,1.9824212726004422,20.0,15.0,T31n,3.0,14.22947821723448,12.998708986465251,0.36870561007316943,3.3767863059833814,0.46822225549448504
15.0,1.0,1.3572339842054353,20.0,5.0,T31s,4.0,3.4536380829672946,1.2880714055636775,0.9523935287132463,0.037674235858718964,0.5942285259297297
20.0,3.0,1.0918122169398405,20.0,15.0,T31n,3.0,7.677093709589892,7.2282716969633665,0.37664469959047425,0.610506548290845,0.4414609994717477
15.0,1.0,1.7811669048882632,20.0,9.0,T31s,4.0,20.86709509006193,19.97820620117304,0.25295147781342214,1.2606778994326806,0.09695672960430557
20.0,3.0,1.647490489476983,20.0,14.0,T31n,3.0,6.652131397854751,6.389707519206706,0.5406047315266536,2.6143751457420668,0.699466642340342
15.0,1.0,4.233879525119209,20.0,4.0,T31s,4.0,3.853638082967294,1.2880714055636775,0.9627949288179924,3.5646394452024714,0.8779509600691161
20.0,3.0,1.9094059332305817,20.0,10.0,T31n,3.0,6.603993233492421,6.389707519206706,0.5139688393056273,1.2635646218057601,0.5984025108400575
15.0,1.0,4.631777668339903,20.0,5.0,T31s,4.0,3.5869714163006283,1.2880714055636775,1.0444659576868789,17.85309573325342,2.3152765185680844
20.0,3.0,1.0694828948138986,20.0,14.0,T31n,3.0,8.282948863793731,7.761209733358949,0.5395495042774289,0.5602483322795816,0.447950326658704
15.0,1.0,3.5219439607793293,20.0,5.0,T31s,4.0,3.7203047496339616,1.2880714055636775,0.9331535251154529,5.638912137456791,1.1007130635667008
20.0,3.0,1.4309788306250573,20.0,14.0,T31n,3.0,13.800456911981948,13.03122614275118,0.37319814682699365,0.09890946031085898,0.18321580682921612
15.0,1.0,6.044474127819917,20.0,4.0,T31s,4.0,3.1536380829672943,1.2880714055636775,1.1598248475270376,8.66419698010112,1.3935030765337661
20.0,3.0,3.8828584063618523,20.0,14.0,T31n,3.0,6.8521637820230685,6.137878067737354,0.6869967444165999,15.948878542151045,1.9957888584324788
15.0,1.0,3.16572853762849,20.0,4.0,T31s,4.0,3.9520393961730638,1.2880714055636775,0.8894109606629123,4.047740253282111,0.9371782539206779
20.0,3.0,0.8468251462282176,20.0,14.0,T31n,3.0,6.889707519206707,6.389707519206706,0.4626323348127474,0.5428557794713053,0.49214573332972267
15.0,1.0,6.213466306152406,20.0,9.0,T31s,4.0,3.8869714163006273,1.2880714055636775,1.007539392811242,40.4375375452383,4.510287979249873
20.0,3.0,0.977665606736069,20.0,15.0,T31n,3.0,6.746850376349564,6.389707519206706,0.5534504152820677,0.08660473101015573,0.4418664391606898
15.0,1.0,3.5746483603083092,20.0,4.0,T31s,4.0,3.3203047496339613,1.2880714055636775,0.9575659113083221,2.3602376217548593,0.7870146045327637
20.0,3.0,1.1131388426243984,20.0,14.0,T31n,3.0,14.108149219674257,13.03122614275118,0.3800147539614333,0.6443570463627399,0.23393929740107408
15.0,1.0,4.2383586307034316,20.0,9.0,T31s,4.0,3.820304749633961,1.2880714055636775,0.9734144636875486,13.712208552931841,1.8759500037737322
