fleet,headway.min,ewt.a,headway.max,buses,line,planned.buses,headway.observed,headway,hcv,ewt.v,simulation.fitness
15.0,1.0,1.185085181337553,20.0,12.0,T31s,4.0,15.561635340470621,14.811635340470618,0.2672457183736747,0.16071399428365482,0.08231851601179863
20.0,3.0,1.3977000738677896,20.0,3.0,T31n,3.0,21.111894441163233,19.334116663385455,0.18157221011200372,0.13373959089039736,0.003577178622884314
15.0,1.0,1.087996938256456,20.0,4.0,T31s,4.0,11.093497558992574,10.505262264874927,0.37447135181259167,0.812013111614369,0.3781464793988541
20.0,3.0,0.9161376752078294,20.0,4.0,T31n,3.0,10.999486939598384,10.234781057245442,0.28118798896104114,0.6958970625611325,0.3970102101609124
15.0,1.0,1.8689984584606316,20.0,13.0,T31s,4.0,10.345475417939317,9.924422786360372,0.4180138980872919,1.0296172472037675,0.3027211710324649
20.0,3.0,1.455106781347772,20.0,13.0,T31n,3.0,6.711136090635277,6.389707519206706,0.6825497617469333,1.9314110315536248,0.6606043450635406
15.0,1.0,1.5800622711276229,20.0,8.0,T31s,4.0,10.479978341915928,9.924422786360372,0.3125938834234706,0.635360746796316,0.3542096510347514
20.0,3.0,1.222497748929483,20.0,7.0,T31n,3.0,17.23143698867494,16.231436988674943,0.291325683545936,0.1053049220062584,0.11032176142107619
15.0,1.0,3.342021169143247,20.0,11.0,T31s,4.0,3.0536380829672947,1.2880714055636775,1.028666472132774,6.779071479712525,1.1975414475240074
20.0,3.0,0.9231904873792659,20.0,13.0,T31n,3.0,9.645696687489572,9.224644055910623,0.4695429716721984,0.6308914907884081,0.4163173109111169
15.0,1.0,1.179179471289311,20.0,8.0,T31s,4.0,17.10961631357431,15.655070859028859,0.19623398778348597,0.6436804540109902,0.14206629961030087
20.0,3.0,1.2674065353745894,20.0,4.0,T31n,3.0,11.117133998421913,10.234781057245442,0.35539613667967207,0.18774041889412246,0.34243773422779117
15.0,1.0,1.3998330196577564,20.0,4.0,T31s,4.0,10.450738575834055,9.924422786360372,0.2694541057958257,1.0080657763011927,0.4013109517375765
20.0,3.0,1.6949479280640283,20.0,10.0,T31n,3.0,8.152514081185037,7.761209733358949,0.5678303076846709,0.30198247184846294,0.4572659258081766
15.0,1.0,3.791958818737036,20.0,9.0,T31s,4.0,3.0869714163006288,1.2880714055636775,0.9316179611372266,13.536110481216628,1.8862464373233487
20.0,3.0,1.3732622031362576,20.0,2.0,T31n,3.0,8.195992342054602,7.761209733358949,0.5301333085237183,0.7592268470726974,0.525490213890632
15.0,1.0,2.9178062209496023,20.0,13.0,T31s,4.0,3.1203047496339615,1.2880714055636775,1.0160517195949352,6.359135833398651,1.1026639408152126
20.0,3.0,1.1778401864992545,20.0,10.0,T31n,3.0,13.877379988905027,13.03122614275118,0.2595586308644277,0.7303892375037336,0.2775674986622694
15.0,1.0,1.684967303478663,20.0,9.0,T31s,4.0,3.9511507779831816,2.8459077087184665,0.6703828748264422,1.0840886856709182,0.6297707048634176
20.0,3.0,1.057332911375072,20.0,10.0,T31n,3.0,8.579391551540766,7.761209733358949,0.2980066770252115,0.35108862752092507,0.43288021498364215
15.0,1.0,2.7282828407715063,20.0,9.0,T31s,4.0,3.4869714163006282,1.2880714055636775,0.9519499863409089,0.9050719011056965,0.6338177224445658
20.0,3.0,1.0586513016432573,20.0,20.0,T31n,3.0,18.46033754705563,16.96033754705563,0.14044839958867417,0.33002837415601116,-0.11978432090741886
15.0,1.0,1.611330446081289,20.0,9.0,T31s,4.0,3.6089902436888144,2.2668567069165273,0.8961558440974993,1.0346364546121791,0.6596805853366294
20.0,3.0,1.4340993497941041,20.0,3.0,T31n,3.0,20.88967221894101,19.334116663385455,0.27718566035851416,0.10718705335835939,0.009755284375805306
15.0,1.0,0.9628782961435227,20.0,1.0,T31s,4.0,10.917026970757279,10.505262264874927,0.39658887649229696,0.15781737213530236,0.4073887861791333
20.0,3.0,0.7512926685168403,20.0,2.0,T31n,3.0,8.326427124663295,7.761209733358949,0.40315521797261644,0.4384949746771596,0.4885550277256966
15.0,1.0,0.938832705047959,20.0,9.0,T31s,4.0,4.397742184120533,2.8459077087184665,0.7614143769444567,0.03912027428778233,0.5351968193959189
20.0,3.0,1.8404176579176683,20.0,3.0,T31n,3.0,21.111894441163233,19.334116663385455,0.2268880212407905,1.439662740940983,0.129846723059824
15.0,1.0,0.7209731382663768,20.0,4.0,T31s,4.0,11.034674029580811,10.505262264874927,0.24001878047279027,0.002593882031066317,0.2929573604456641
20.0,3.0,3.3406568471251363,20.0,10.0,T31n,3.0,13.72353383505887,13.03122614275118,0.5316372632419949,9.804075929795953,1.174317562170124
15.0,1.0,0.4764931510395257,20.0,9.0,T31s,4.0,4.2780522114406985,3.608327431954172,0.4814441485498422,0.03993300124964986,0.5203075436805972
20.0,3.0,2.205441878251435,20.0,2.0,T31n,3.0,8.306664278813495,7.761209733358949,0.6094184386118018,0.8224590123879233,0.5191922815724632
15.0,1.0,2.6187046114740595,20.0,9.0,T31s,4.0,3.620304749633961,1.2880714055636775,1.042186758125153,0.25272127351775797,0.575587375134356
20.0,3.0,1.0000977065671584,20.0,10.0,T31n,3.0,14.26199537352041,13.03122614275118,0.27179171451387407,0.49596086398242883,0.24532815864024135
15.0,1.0,1.1300994524744112,20.0,9.0,T31s,4.0,16.445058044009006,15.89960349855446,0.1811311546293361,0.5549642334837602,0.14448600466531336
20.0,3.0,1.1207208468986578,20.0,2.0,T31n,3.0,8.624846096995313,7.761209733358949,0.4649194021301931,0.20605621123207152,0.4535665719117085
15.0,1.0,1.4855455702687879,20.0,11.0,T31s,4.0,3.5423235770221484,2.2668567069165273,0.7349916289693232,1.2337180579932288,0.6353359595167528
20.0,3.0,0.9762293118248309,20.0,2.0,T31n,3.0,13.723533835058873,13.03122614275118,0.37556197719751355,0.1454982753010945,0.26151118165398785
15.0,1.0,1.0519842561909272,20.0,9.0,T31s,4.0,4.184484111316516,2.8459077087184665,0.5358880978929498,0.0021243568646056874,0.5134160341825602
20.0,3.0,1.5775738954472964,20.0,10.0,T31n,3.0,16.038684365296394,15.220502547114576,0.3285257633237427,1.2892448442030253,0.25607376746770916
15.0,1.0,3.5859696461351716,20.0,1.0,T31s,4.0,3.686971416300628,1.2880714055636775,0.994184313954486,5.042715573746722,1.131493866911608
20.0,3.0,1.1452243740307277,20.0,17.0,T31n,3.0,8.022079298576339,7.761209733358949,0.3702809912559633,0.05892064470527756,0.33106217512362324
15.0,1.0,1.1017113914428946,20.0,4.0,T31s,4.0,4.207544625231081,2.8459077087184665,0.761261977412509,0.4786182066118326,0.6006629076715422
20.0,3.0,2.0235593291516647,20.0,17.0,T31n,3.0,20.88967221894101,19.334116663385455,0.3056892397972914,2.515876641776733,0.12998175817929486
15.0,1.0,2.0546947519929675,20.0,4.0,T31s,4.0,4.9244412970422236,3.608327431954172,0.8778431386242197,1.1320109122737823,0.6359617848801864
20.0,3.0,1.125247068276297,20.0,10.0,T31n,3.0,11.043050938345612,10.101874467757376,0.4406936906094989,1.700334879965431,0.49376257420832587
15.0,1.0,1.2177472825399573,20.0,9.0,T31s,4.0,10.535533897471485,9.924422786360372,0.31419517737977454,0.6644838478197754,0.3536079637685695
20.0,3.0,1.9054314700776507,20.0,10.0,T31n,3.0,10.764192821951324,10.234781057245442,0.4569989442806235,1.3329173671818961,0.4528897114279149
15.0,1.0,0.8828990998792406,20.0,9.0,T31s,4.0,10.727484487097152,10.505262264874927,0.20361877459470681,0.19751853365538635,0.2964891581597118
20.0,3.0,2.4451489091012757,20.0,10.0,T31n,3.0,6.665569588172224,6.389707519206706,0.5742162597664565,2.2080382531677056,0.6859864733985749
15.0,1.0,2.7575172227450913,20.0,9.0,T31s,4.0,3.753638082967294,1.2880714055636775,0.9934992142187166,1.7540993359335506,0.7138696484440815
20.0,3.0,1.2245214519631562,20.0,3.0,T31n,3.0,18.293670880388962,16.96033754705563,0.2134686287671037,0.42708065669268086,0.09978788019886958
15.0,1.0,1.742835161879976,20.0,1.0,T31s,4.0,3.6423235770221476,2.2668567069165273,0.8014069210839974,2.344898328869617,0.8807070245886415
20.0,3.0,1.3458517175240818,20.0,13.0,T31n,3.0,17.140527897765853,16.231436988674943,0.2933985930781547,0.025843906949381844,0.06522143558457436
15.0,1.0,2.4684953221678647,20.0,8.0,T31s,4.0,10.450738575834055,9.924422786360372,0.3871987765983912,6.7874290444947,0.9600316701354416
20.0,3.0,1.2066794392761695,20.0,14.0,T31n,3.0,15.971518017699742,15.062427108608833,0.31111599856676564,0.12668051255654542,0.10764499897058236
15.0,1.0,3.1192813733015643,20.0,10.0,T31s,4.0,3.8869714163006277,1.2880714055636775,1.0769819356860242,8.14139856786174,1.3358281050803036
20.0,3.0,2.1995450519628537,20.0,7.0,T31n,3.0,14.338918450443487,13.03122614275118,0.3537610303151674,3.949009243202245,0.5834836717415701
15.0,1.0,2.3662984641135387,20.0,9.0,T31s,4.0,4.417817444649849,2.8459077087184665,0.6898779871372014,5.642188067767026,1.0591666889861435
20.0,3.0,1.122006330592451,20.0,10.0,T31n,3.0,16.335154381336103,15.062427108608833,0.24955628380172448,0.15174012091943564,0.13307405085931434
15.0,1.0,1.464479494715678,20.0,1.0,T31s,4.0,4.374211291897747,2.8459077087184665,0.8475330167639904,0.037505797907980934,0.6370352507761126
20.0,3.0,1.9205192163854083,20.0,10.0,T31n,3.0,17.231436988674943,16.231436988674943,0.5318854948624026,2.0530420194517056,0.3038334003143204
15.0,1.0,1.0175539942097782,20.0,11.0,T31s,4.0,4.279347701607131,2.8459077087184665,0.657858819801414,0.2770743640316237,0.5180436946854559
20.0,3.0,2.8045462360746134,20.0,2.0,T31n,3.0,8.239470602924166,7.761209733358949,0.3939027723969106,11.877914658477815,1.593575733905476
15.0,1.0,2.1460154003146608,20.0,10.0,T31s,4.0,3.5536380829672947,1.2880714055636775,0.9276587590486781,0.3019478334722152,0.5669423492268281
20.0,3.0,1.2526945778955896,20.0,14.0,T31n,3.0,14.492764604289642,13.03122614275118,0.36902113940979214,0.5500151644327919,0.20703997241400718
15.0,1.0,6.160353155268046,20.0,4.0,T31s,4.0,3.1536380829672948,1.2880714055636775,1.177624736475541,52.83750460170754,5.810296247040296
20.0,3.0,0.984850453790401,20.0,7.0,T31n,3.0,7.093411222910412,6.389707519206706,0.47191139848860797,0.12475797626153015,0.4928912583294592
15.0,1.0,3.3860852659286245,20.0,9.0,T31s,4.0,2.9536380829672946,1.2880714055636775,1.0374824356106118,6.256458658787747,1.1811956998997568
20.0,3.0,1.369643648328912,20.0,17.0,T31n,3.0,16.335154381336107,15.062427108608833,0.23245131406313757,0.3937904060284776,0.05287514807094046
15.0,1.0,2.675943354514869,20.0,4.0,T31s,4.0,3.353638082967295,1.2880714055636775,1.1062799929285143,2.015209824824388,0.7843047015386572
20.0,3.0,1.1110205741465584,20.0,14.0,T31n,3.0,16.426063472245197,15.062427108608833,0.22495990870727886,0.30019797881649024,0.10225153316455723
15.0,1.0,3.1168348781068165,20.0,10.0,T31s,4.0,3.6869714163006284,1.2880714055636775,1.0179453400295289,2.352770154111357,0.7574263235171949
20.0,3.0,2.6442501598630197,20.0,13.0,T31n,3.0,17.6859824432204,16.231436988674943,0.4418699498667888,1.5108941921633399,0.183354294039659
15.0,1.0,3.1419498746733527,20.0,8.0,T31s,4.0,4.242323577022148,2.2668567069165273,0.8729249818550201,7.5655817323187815,1.2690056788822
20.0,3.0,1.3361680114319474,20.0,16.0,T31n,3.0,16.58413891075094,15.220502547114576,0.22117782769758648,0.879481144890416,0.11446615047933431
15.0,1.0,1.399502337043153,20.0,1.0,T31s,4.0,3.520304749633961,1.2880714055636775,0.8979909065216981,0.3009156441135912,0.6966870372815934
20.0,3.0,1.5127674590791649,20.0,2.0,T31n,3.0,6.925421804920992,6.389707519206706,0.5033029329592691,2.008038251841059,0.6897418777086455
15.0,1.0,1.9438405914028816,20.0,9.0,T31s,4.0,3.5632404631527503,1.2880714055636775,0.9311075222215346,0.6332075200377902,0.6178273866968274
20.0,3.0,1.1987887618320117,20.0,14.0,T31n,3.0,8.579391551540766,7.761209733358949,0.4253642142960055,1.065882405825143,0.4740464045778013
15.0,1.0,1.34364428462477,20.0,11.0,T31s,4.0,10.535533897471485,9.924422786360372,0.43207746333023866,0.8949823969865518,0.3531707819192885
20.0,3.0,1.991699216378609,20.0,2.0,T31n,3.0,14.03122614275118,13.03122614275118,0.32659837767088473,3.0232194366257907,0.5132178112359317
15.0,1.0,1.5047582395456502,20.0,9.0,T31s,4.0,4.478052211440697,3.608327431954172,0.495742334355827,0.7000481005132119,0.5608677809437451
20.0,3.0,1.2293462320400872,20.0,2.0,T31n,3.0,13.877379988905027,13.03122614275118,0.3491317863767612,0.6223452825642692,0.2960606606405313
15.0,1.0,1.329864846795009,20.0,9.0,T31s,4.0,4.217817444649849,2.8459077087184665,0.7576045902848764,0.5654657696747795,0.5853115813117413
20.0,3.0,1.8272766630852604,20.0,7.0,T31n,3.0,13.60265471417975,13.03122614275118,0.2922369137024148,2.632573055787844,0.4791187880433621
15.0,1.0,0.9685548565531439,20.0,10.0,T31s,4.0,17.172330771281736,15.89960349855446,0.14752878398613306,3.612938742218115E-4,0.05225592900502227
20.0,3.0,1.2914794429574457,20.0,2.0,T31n,3.0,15.78969983588156,15.062427108608833,0.309086779148164,0.4788954951746655,0.20897487530236872
15.0,1.0,3.4735865965892057,20.0,12.0,T31s,4.0,3.1869714163006275,1.2880714055636775,1.176584428036393,16.246714914930298,2.1268613115009645
20.0,3.0,1.4075628175620862,20.0,15.0,T31n,3.0,6.847953142148845,6.389707519206706,0.6350744039394154,1.9605604059698516,0.6252581283953109
15.0,1.0,5.246077827851609,20.0,9.0,T31s,4.0,3.9520393961730638,1.2880714055636775,1.0020271476536926,17.255594776097226,2.2088354690742658
20.0,3.0,1.0788835224765343,20.0,10.0,T31n,3.0,8.109035820315471,7.761209733358949,0.4126100738799729,0.44884144045152835,0.47028561425398324
15.0,1.0,6.2254785278578915,20.0,9.0,T31s,4.0,3.9536380829672946,1.2880714055636775,0.8605244525701023,32.92695887475587,3.7421831105855117
20.0,3.0,1.5016440951413852,20.0,2.0,T31n,3.0,8.488482460631676,7.761209733358949,0.6146199578290602,0.46090046118446026,0.4912154217365784
15.0,1.0,2.65470099691255,20.0,10.0,T31s,4.0,2.920304749633962,1.2880714055636775,0.9674148560464133,5.218056185034647,1.072355082150887
20.0,3.0,1.0210223571234722,20.0,2.0,T31n,3.0,14.338918450443488,13.03122614275118,0.27513487747822785,0.21862443553278096,0.2361657697856805
15.0,1.0,3.4648462057825653,20.0,10.0,T31s,4.0,3.3869714163006277,1.2880714055636775,0.8782220063976617,9.016709042858489,1.4123613366857326
20.0,3.0,1.4119674076446869,20.0,7.0,T31n,3.0,14.108149219674257,13.03122614275118,0.26907032901731703,0.19003859282727392,0.22301388584074175
15.0,1.0,1.201277493163488,20.0,9.0,T31s,4.0,4.424441297042226,3.608327431954172,0.6837859814443047,0.9680843710723114,0.6142383638803084
20.0,3.0,0.8995876473264413,20.0,2.0,T31n,3.0,13.954303065828102,13.03122614275118,0.2932352231586128,0.12487797018951184,0.24460451264881686
15.0,1.0,1.3382827769742627,20.0,9.0,T31s,4.0,5.4050559408293175,3.608327431954172,0.5655356070470438,0.05915435207592207,0.4778134406398723
20.0,3.0,1.890210207389913,20.0,14.0,T31n,3.0,8.282948863793731,7.761209733358949,0.523576040881446,2.1568236841675508,0.5895959692563824
15.0,1.0,2.131966320403656,20.0,9.0,T31s,4.0,4.317817444649849,2.8459077087184665,0.828246549686799,2.639618422774383,0.7805911183528789
20.0,3.0,1.110521224390458,20.0,2.0,T31n,3.0,14.108149219674257,13.03122614275118,0.35376841390827907,0.6399761903654215,0.29251911794670044
15.0,1.0,0.8109066100435138,20.0,9.0,T31s,4.0,4.71138554477403,3.608327431954172,0.4730122158805483,0.4275420016982831,0.5378527707521357
20.0,3.0,1.6268318921850196,20.0,2.0,T31n,3.0,16.062427108608837,15.062427108608833,0.37561205481615906,1.4679736922218563,0.2982025051401379
15.0,1.0,4.294305832058279,20.0,9.0,T31s,4.0,3.486971416300628,1.2880714055636775,1.070544798549019,10.834895719018235,1.6073391256308955
20.0,3.0,1.6150514357847565,20.0,7.0,T31n,3.0,13.877379988905025,13.03122614275118,0.34034536657232356,0.268507351369847,0.2420713812677889
15.0,1.0,0.758248298134292,20.0,10.0,T31s,4.0,4.444718878107365,3.608327431954172,0.5172395329635168,0.2888366582186395,0.5242052576058227
20.0,3.0,1.214101409640278,20.0,14.0,T31n,3.0,6.925421804920993,6.389707519206706,0.46688482044733026,0.5830671998660436,0.48798609446273283
15.0,1.0,0.9831673915911143,20.0,9.0,T31s,4.0,4.824441297042226,3.608327431954172,0.6658195064441716,0.11169873558399812,0.5185337759155428
20.0,3.0,0.5312215659571848,20.0,14.0,T31n,3.0,8.282948863793733,7.761209733358949,0.34890284259411947,0.006080691918525432,0.3842341230314016
15.0,1.0,2.499073434866874,20.0,9.0,T31s,4.0,4.651150777983182,2.8459077087184665,0.8374352051907977,3.599677266162897,0.8596474101633922
20.0,3.0,1.4334951447146966,20.0,2.0,T31n,3.0,13.723533835058872,13.03122614275118,0.34098138812857887,1.2214289580771402,0.3565008743669017
15.0,1.0,2.582331185998282,20.0,9.0,T31s,4.0,4.657774630375557,3.608327431954172,0.6151468949974617,4.812564470549097,0.9568329702739753
20.0,3.0,1.2316879781476642,20.0,2.0,T31n,3.0,14.185072296597333,13.03122614275118,0.39445182965671804,0.575854383869048,0.285037011670066
15.0,1.0,3.1763819157322124,20.0,9.0,T31s,4.0,4.4577746303755585,3.608327431954172,0.6960514538741036,13.307352368182078,1.8088369908039432
20.0,3.0,1.4647480295068585,20.0,2.0,T31n,3.0,14.492764604289642,13.03122614275118,0.1772985055106406,0.7454431946643562,0.2647596308010179
15.0,1.0,2.7362229564503098,20.0,9.0,T31s,4.0,2.9536380829672946,1.2880714055636775,1.0341846769131298,0.784080824930124,0.6466253868338125
20.0,3.0,0.9606502977563863,20.0,7.0,T31n,3.0,13.954303065828102,13.03122614275118,0.3032792872489317,0.1350315732200083,0.23539028615433638
15.0,1.0,2.676214503646957,20.0,4.0,T31s,4.0,3.6203047496339607,1.2880714055636775,0.9873460617270492,4.170536822473931,0.9795175325692445
20.0,3.0,0.7339897791179468,20.0,10.0,T31n,3.0,8.408427472751724,7.761209733358949,0.31712692163609146,0.1282681162674451,0.425011077274726
15.0,1.0,1.2896215885570337,20.0,9.0,T31s,4.0,16.71778531673628,15.89960349855446,0.23598086770351523,0.05755977628798828,0.0884276473401141
20.0,3.0,1.6508338340424236,20.0,10.0,T31n,3.0,13.56728567023186,13.03122614275118,0.5405145341475616,0.4390260433660749,0.27801140199088875
15.0,1.0,1.0893925505480968,20.0,12.0,T31s,4.0,14.528606146747215,13.605529223670292,0.24409745511856448,0.3258939483188343,0.1310575122442285
20.0,3.0,1.9766745008124824,20.0,2.0,T31n,3.0,14.569687681212717,13.03122614275118,0.34273800087105166,2.18181505004036,0.41198730432185016
15.0,1.0,2.7887856617569207,20.0,9.0,T31s,4.0,3.1536380829672948,1.2880714055636775,0.9659249606841924,6.487852149706513,1.2028095041087412
20.0,3.0,1.8694607402430967,20.0,10.0,T31n,3.0,14.185072296597333,13.03122614275118,0.3627280766435345,2.895944164548887,0.4797477963630313
15.0,1.0,2.8676383372601304,20.0,4.0,T31s,4.0,2.9536380829672946,1.2880714055636775,1.061168596522337,9.654939597531216,1.5525642184611856
