"number","fleet","headway.min","planned.buses","headway","ewt.v","simulation.fitness","ewt.a","headway.max","buses","headway.observed","hcv","line"
16,50,180,43,688.509010459479,3646.53111269002,-364.433223158541,83.1045055670361,1200,27,711.826626390377,0.498746909789143,"T31s"
17,50,180,43,1118.42680904138,5096.77100148622,-509.682370757037,100.586968071593,1200,17,1159.61913423479,0.397660266193305,"T31s"
18,50,180,43,604.03685409093,3306.9609424944,-330.368736915698,78.6044252034083,1200,13,623.651923306872,0.533880196493791,"T31s"
19,50,180,43,510.170105281776,2354.99015355338,-235.180693202192,69.2564687168629,1200,36,528.4262342838,0.544985659900461,"T31s"
20,50,180,43,478.951017751207,3229.73717905401,-322.609293608686,72.5379449956848,1200,19,498.86635677658,0.586022397257245,"T31s"
21,50,180,43,228.095256811652,14543.4917380821,-1453.87308443625,96.9527720225061,1200,22,243.167884656237,0.777315201353971,"T31s"
22,50,180,43,365.712310803612,2241.70453553699,-223.6307749577,61.3314410159664,1200,5,377.220238022337,0.618962992662131,"T31s"
23,50,180,43,991.532869302217,2143.33904579499,-214.315604907148,85.305443910139,1200,46,1027.93996069485,0.387335272716626,"T31s"
24,50,180,43,1073.84059346111,3967.26262074824,-396.605299148976,96.9268606648002,1200,5,1104.38792547353,0.410011310344366,"T31s"
25,50,180,43,688.199465319902,4361.68512803082,-436.157540300412,82.2006888837643,1200,50,709.007435942296,0.504464230296162,"T31s"
