"number","ewt.a"
13,596.762084931379
13,67.4188142059789
13,54.3047687616963
13,60.7645199284194
14,62.4245136476708
14,85.013330601236
14,47.9269493200383
14,62.7973182352608
14,83.6971004231925
14,61.625127375953
14,108.159203157456
14,55.2306759993832
14,95.1150481197496
14,111.487542024921
15,58.5670468356201
15,111.410780906557
15,105.159248160528
15,104.128277795735
15,86.3532424292213
15,108.448781411311
15,84.5851666201559
15,96.1341141441283
15,135.865392903352
15,75.8637393844432
16,75.6283206532995
16,71.4505031609139
16,79.4945647596912
16,88.8412406219766
16,75.5174204677996
16,67.3534749430199
16,69.8821521963851
16,62.1331600064373
16,102.52775654358
16,138.216462317257
17,73.887866660831
17,121.190057796583
17,94.9908846452694
17,109.792333458872
17,144.278922220225
17,124.610171520105
17,87.3894484643894
17,91.3363754139761
17,78.5172427189925
17,79.8763778166919
18,93.5703039964024
18,76.4349990094445
18,59.0754572483463
18,74.2702796171372
18,56.9634476094607
18,109.102662414764
18,47.1214755574743
18,85.4886766655798
18,87.0771048188874
18,96.9398450965861
19,72.4886325708718
19,56.8438401678318
19,87.065721429749
19,85.3146154190409
19,53.5184225190657
19,87.2912010453051
19,56.1477521637749
19,75.8390633029415
19,59.9611219068037
19,58.0943166432449
20,88.9153986028783
20,55.8485524759734
20,80.1028312899378
20,92.3692494286342
20,73.5817900660404
20,61.1316692226881
20,74.5126270936602
20,56.21078677908
20,70.2482831663361
20,72.4582618316189
21,57.0628121278329
21,45.844701198597
21,151.175589957623
21,308.690702362097
21,41.3936274828117
21,75.1115883630228
21,72.5271232640556
21,70.9183349993167
21,47.5437045274087
21,99.2595359422953
22,71.2285380140742
22,62.9766437297525
22,61.4270258253319
22,47.2045342155822
22,47.4609393670604
22,62.3380525089703
22,71.3778699303096
22,59.5277714932693
22,54.7837188204363
22,74.9893162548774
23,72.9822456924352
23,88.9131859850667
23,73.0923766541584
23,98.8608330034483
23,101.231229302086
23,79.686047501589
23,84.7358959526168
23,88.7222523660535
23,86.4466669586245
23,78.3837056853124
24,79.2944142263698
24,85.2219536393597
24,94.605558566616
24,108.317352660199
24,103.284713103931
24,57.5370285210042
24,139.700752392338
24,83.7539490096674
24,106.696348590602
24,110.856535937915
25,96.8453364462226
25,82.7295662422794
25,63.7321509992183
25,57.0727828397234
25,113.864097626002
25,84.0022382516615
25,55.9604247655002
25,64.1570723322701
25,71.8576375936542
25,131.785581741111
26,103.063605496741
26,55.7062490187538
26,140.274108287355
26,77.5603994123411
26,58.1294809089718
26,66.1140564494183
26,57.3698490945345
26,69.4263049156083
26,105.377892120886
26,44.719367965358
27,64.9935180104023
27,82.8543113315981
27,68.7698908569327
27,111.21068243862
27,71.8195696437368
27,57.255513648555
27,68.7436842401353
27,58.2554822978728
27,80.6951795748731
27,71.9992895792422
28,89.6983130539142
28,89.3777735695914
28,89.942499157147
28,76.6836047303086
28,87.9561120814793
28,57.6745906409227
28,91.9927379897343
28,87.8110676305149
28,88.2090073876703
28,94.8014062134791
29,68.3790464999228
29,82.2009939909767
29,86.9691245763326
29,82.9270703015034
29,100.183894760644
29,133.334873070893
29,63.2562569279193
29,88.3156459381586
29,77.7790131877008
29,75.6042374028097
30,76.4923808578857
30,103.836465832364
30,88.2083955109362
30,73.0660301842525
30,121.613061446855
30,77.0031739657872
30,70.6454527673801
30,78.3872262864292
30,86.8137117508508
30,139.619442266386
31,81.9051423597319
31,111.852335301001
31,122.787079044438
31,56.81308827639
31,95.7414545118673
31,42.0678205129908
31,95.2042162477441
31,107.404130018207
31,84.6147259387316
31,97.4199224944433
32,96.117100952084
32,56.252227864205
32,84.8251703675166
32,83.483005558905
32,50.2896005672066
32,49.117612331323
32,60.1238958108606
32,57.4762497125524
32,57.0929961905277
32,42.6951835961025
33,76.6743870343203
33,61.820109838146
33,84.7789090652258
33,87.0290833132532
33,63.5130244603481
33,82.4725159423156
33,75.3191242862552
33,56.3503962751237
33,78.4197720013525
33,64.0434340022125
34,95.6457980099416
34,96.9585407571743
34,62.8019313375391
34,89.6226260444698
34,104.140179174043
34,66.3636698206817
34,75.5720464495964
34,59.7449495449926
34,79.8351731197508
34,135.481691601975
35,50.6806549323602
35,97.3277920966879
35,66.2383750664307
35,75.8900534070159
35,67.0877419912082
35,87.1114397390849
35,83.3832918889383
35,76.157678824975
35,114.332927291041
35,60.0670171612032
36,82.251715200163
36,62.7420902712634
36,58.1676319022715
36,60.9170604024517
36,65.5771148737774
36,51.1097348708776
36,89.8991594811748
36,68.888190157366
36,71.980173945115
36,87.1966593564157
37,64.0700806275141
37,50.7169531931227
37,82.1617284187273
37,103.211714856548
37,80.6984378829386
37,59.4515807832157
37,84.6044383955341
37,71.6207313544419
37,75.8093608378746
37,46.9936564018806
38,83.4175120827144
38,58.4172874890057
38,86.6527758961387
38,109.213173599881
38,120.275477157527
38,200.502962783232
38,119.594409131992
38,137.933049952814
38,95.7991882178435
38,84.0063554145456
39,76.9183185345543
39,94.7613355203399
39,137.164016592248
39,64.1489302504453
39,92.6228529420322
39,69.0344973359868
39,102.932314160007
39,97.8709928975172
39,126.574560216775
39,59.1546017285715
40,64.7741827628728
40,63.5403473997814
40,89.2044299714915
40,81.6022333542156
40,79.6139617202047
40,131.747088569204
40,89.2394172191632
40,66.8626874032441
40,69.7212798206885
40,66.0314706175972
41,53.9040188911282
41,46.0217489502827
41,62.545951534881
41,73.8809378558072
41,62.903709514867
41,60.629949566751
41,52.5453568794338
41,63.8628558364046
41,48.822695315509
41,69.3162291190234
42,73.3140616807644
42,42.9180660878004
42,59.8058658655219
42,49.6380871622019
42,48.0792073794136
42,54.9990686890059
42,49.0929751196963
42,86.9217688669163
42,70.9409374505851
42,74.6063336492661
43,59.5724358408685
43,71.7381245882964
43,85.7581065224825
43,71.945080170359
43,75.3630716393217
43,60.6091974029323
43,75.3723773450796
43,75.5053046168957
43,72.8385363617653
43,118.146200429526
44,74.2982384555104
44,94.8371115754802
44,83.9681305692606
44,90.1039630875913
44,96.6485052660674
44,77.3407083707753
44,78.3234965826415
44,72.8756632943602
44,65.6904215379627
44,75.4042003245743
45,61.6074643476924
45,42.0571118749843
45,52.282098378833
45,75.4768736102127
45,94.6128069343704
45,109.995536658092
45,56.6396520924513
45,43.7355973106049
45,42.023249372058
45,63.9023465423974
46,85.8427143379659
46,71.599481583544
46,65.187870258497
46,81.33465885122
46,66.7333207500925
46,67.3099387092874
46,58.2709870100061
46,93.2091812827611
46,51.527401824906
46,98.061323437363
47,72.5003224305641
47,62.4694781249057
47,69.0982168149821
47,72.539245244661
47,88.2394792364364
47,55.3792562097556
47,53.1429535442731
47,63.1677821292652
47,53.3213796741364
47,79.1613000010466
48,82.6023301869346
48,63.1316653920136
48,81.5854297978916
48,44.9089249796855
48,66.3720283946498
48,39.8742085631599
48,53.4776013578311
48,71.6648876689738
48,78.7291725756102
48,49.9725626177345
49,55.8182813764839
49,76.6615862583721
49,68.1430132823748
49,76.059760380357
49,71.1487292674396
49,84.920450190515
49,67.0599978482893
49,61.5027732497728
49,62.6677616003761
49,80.2751209160814
50,78.3626499789476
50,97.9939924273145
50,85.3580398846719
50,112.030695428292
50,149.968318631089
50,80.0653556973293
50,75.0964686664263
50,118.755204577576
50,101.39320916747
50,79.083330325579
51,81.128745371574
51,116.588981278346
51,50.0167869979263
51,54.0038821819975
51,94.9553439557983
51,97.0564524773328
51,60.6339979181317
51,63.1985689471237
51,69.197859811931
51,55.3930434511063
52,60.8887172066682
52,66.7688414584456
52,72.728481835787
52,61.4228238593219
52,74.1084829877441
52,114.220356708474
52,60.4049831833404
52,88.0234061141367
52,41.9003851649965
52,57.897772153452
53,52.5370773502141
53,62.0443745835447
53,45.3387868879929
53,48.0643105594619
53,63.1149639487829
53,43.3419548862739
53,55.4047146724203
53,55.075842094825
53,53.9834278189461
53,37.4718567401406
54,82.4987441124411
54,59.6664989418492
54,63.3443608172737
54,84.6466614609157
54,73.9162974677294
54,71.2191563273822
54,108.028578547018
54,84.8398123669516
54,59.115393540574
54,100.442339995964
55,82.6914035215555
55,79.6527899776811
55,69.0490826388658
55,83.1541386247287
55,66.7700993159271
55,76.7297212333538
55,51.8578589006976
55,65.3515672482183
55,60.5455765679078
55,77.0957813408265
56,76.8759669181295
56,93.8015041058114
56,68.9610167811002
56,78.0249590526682
56,92.3847147213376
56,69.9938001186947
56,111.462362764142
56,86.686942777585
56,78.5133313062463
56,70.1330634928366
57,58.8529155199813
57,73.1723063216142
57,54.2974094111166
57,97.6504013237519
57,74.6351971873725
57,47.3111534073931
57,57.5571981195424
57,52.8950417543501
57,73.2256017554831
57,92.5325830395152
58,68.7968405862631
58,48.9518587787083
58,64.2322551227439
58,47.43950888516
58,43.4250956423235
58,124.517552983215
58,42.1108474473374
58,75.8495373128145
58,57.5080562177943
58,47.8525348626798
59,81.3412244747428
59,52.2502915926866
59,67.7545020343707
59,73.6497715414378
59,56.8743327466102
59,62.8127351896087
59,62.8052284301994
59,70.696815907449
59,61.8798561986176
59,49.0592456936235
60,64.7259232126968
60,69.0328852293183
60,59.3964784155908
60,62.5607900841186
60,101.936300780314
60,61.9184105570939
60,101.218217444718
60,56.6041124765512
60,46.3425949233193
60,69.4297188113192
61,78.2892754240385
61,86.0284488463704
61,76.7719314896865
61,79.2047929512934
61,127.787973745188
61,89.2689680150552
61,90.9433340671456
61,87.1596429488616
61,103.323007088424
61,60.0147587145426
62,131.512329759084
62,74.8108345260075
62,64.7112541679355
62,73.39151867002
62,81.5112184549249
62,73.8329816820848
62,57.9982010534793
62,74.1749420263251
62,81.549220280965
62,93.3725030624284
63,72.8126938730911
63,59.4922768568033
63,66.500011938319
63,59.4399712392834
63,76.9094645987037
63,51.4330420579006
63,44.4052836796098
63,80.1030253111813
63,64.8999066111625
63,61.3278223687067
64,68.5901580714604
64,50.5748218817132
64,66.770396690376
64,55.1027447915714
64,64.4323490640408
64,65.0403989267927
64,75.6270309384975
64,122.365243045664
64,73.1999321262281
64,89.2879385555883
65,74.5958270790484
65,57.968285131386
65,37.7222550782593
65,46.8224470881694
65,95.3727052123133
65,50.8735223441474
65,48.7585348243881
65,73.9066927601075
65,53.9713486196581
65,59.2743825141734
66,73.8301618246999
66,60.5832042941317
66,75.5965728662734
66,82.7385320480781
66,115.371674519917
66,63.1060244856447
66,115.194477252241
66,70.7649938143875
66,98.9753095304496
66,77.4616250087059
67,75.5880239967919
67,85.2192143923704
67,111.69651078996
67,60.7324383250481
67,126.331843968916
67,83.3824106242023
67,71.6844762013224
67,53.0200211744507
67,80.7495124036569
67,97.8464128386646
68,58.3255944714409
68,50.2957240492193
68,63.1017526867154
68,58.6870450465613
68,49.9568670870409
68,69.8057732736076
68,65.4314134424605
68,49.1076552664108
68,67.0050129673577
68,107.08974124481
69,47.5226793758271
69,79.3964605120232
69,61.1333511567146
69,45.4928459337512
69,73.3210614080683
69,54.3641911189251
69,49.1201833213405
69,91.6193591674023
69,57.4775224117213
69,43.0375030666613
70,43.220161652476
70,62.6077791686432
70,54.4339519191068
70,68.1009431549092
70,52.7967830365705
70,58.0747092362867
70,77.7418620275232
70,61.2076534787839
70,89.7277013999992
70,72.6424490002438
71,114.074984849349
71,134.929710955179
71,59.39044617474
71,83.9845507014164
71,64.2136463800407
71,86.2932144201478
71,62.5409097253073
71,96.6337019118362
71,69.7324180579079
71,86.3959814549588
72,65.711657202359
72,57.6909784133858
72,72.1585423999904
72,60.4155520573084
72,62.6436906692119
72,56.6531054866072
72,73.7573109845478
72,99.9994175484049
72,69.9810361290441
72,77.5804877854478
73,106.967209219989
73,72.9452219307138
73,77.1002978068439
73,106.765801118438
73,91.8151889620499
73,97.817182911024
73,108.310846613507
73,114.18267021981
73,71.0556992798144
73,81.7284304556257
74,61.6463969997151
74,49.1551764485578
74,59.7735496738117
74,65.7043217520359
74,49.6958726422416
74,58.4897854777657
74,89.3608811854709
74,47.5284285614576
74,67.7530300909413
74,63.7482227491239
75,62.4487644821476
75,74.5926412194135
75,47.7277810886307
75,46.4064038431171
75,60.0527213701482
75,50.7212514199075
75,81.4431219679347
75,95.6829393243377
75,57.090952903487
75,86.7365224413288
76,78.7961618422451
76,64.6492758180284
76,64.5019014874141
76,65.9389160201591
76,60.3443159914533
76,49.3279755222951
76,106.440475911393
76,48.6958183591316
76,63.8982725719852
76,52.4193257021162
77,62.8966952315805
77,65.9008297584036
77,73.6043484002987
77,46.2552155170013
77,45.0623762552332
77,47.4777753206787
77,55.5270353760467
77,88.2376455462147
77,54.7091948738181
77,83.4102495023012
78,62.842614837248
78,68.196533636928
78,55.7635170327245
78,61.259005257488
78,47.4248158226467
78,100.420297607223
78,61.030673259798
78,59.4248370676163
78,58.1336816459892
78,46.2647451199668
79,85.7862850365462
79,63.4707685614058
79,59.0375063386487
79,54.1856594596012
79,52.5824135567798
79,56.2976939165492
79,67.7311017489363
79,62.2658909227354
79,57.7200778444362
79,64.0909415622561
80,46.6723921049935
80,47.6586512334592
80,64.0653166071798
80,64.9626635300705
80,67.2493304257545
80,61.5113788464257
80,50.9305004517131
80,61.1121765412441
80,77.6228194175127
80,67.7568273199273
81,92.1123312496798
81,108.223651808475
81,77.5823972039627
81,71.2525140713204
81,66.4827872353864
81,67.1839396309594
81,71.5247907713743
81,95.4687917012174
81,50.1945604754315
81,65.5289432946837
82,56.055514299555
82,67.0805287446942
82,47.2285422346681
82,50.1362204326309
82,44.5889447237952
82,102.228135661595
82,40.1089519562747
82,74.6684439342182
82,56.7795246565541
82,76.8486805158256
83,74.3172641905837
83,60.4923195340792
83,63.6288381612168
83,61.0040151450035
83,44.2953991816132
83,67.2492671242472
83,105.162903386052
83,79.5646486092631
83,84.0440079885533
83,83.6490653365746
84,70.9388903705858
84,52.9690526491184
84,46.5444953920845
84,61.3383479076701
84,59.268270135003
84,58.1921718704599
84,51.9952234077355
84,62.1475582904394
84,50.7669447838805
84,90.2760616858472
85,102.861750416005
85,102.596689557077
85,85.4621176187819
85,76.7224613917405
85,81.6993654713953
85,58.2026510383711
85,51.9675411756751
85,85.4769342818489
85,43.6086189908319
85,69.7154587990428
86,88.043339688988
86,72.2415328350705
86,70.9993855526516
86,82.9593994787692
86,67.1041206515015
86,68.1142625876338
86,108.64063490371
86,113.618434352028
86,70.0240506865981
86,117.413151591483
87,60.1541894801225
87,55.7288055780538
87,82.0413357474859
87,57.8217957531447
87,75.5290036190053
87,59.7148042981969
87,42.5013552215477
87,47.5816661055548
87,46.4561088134082
87,41.9013170557838
88,87.1972078245022
88,59.0549286755748
88,52.2327851683237
88,40.7828837943662
88,80.522736498765
88,54.3852675039884
88,56.9370208219141
88,68.3507169274404
88,58.8460514760944
88,49.7671946508647
89,61.2252385983664
89,54.7449380523402
89,85.6530142568262
89,55.5143423111845
89,55.023661563141
89,52.0864407114395
89,79.9671647862991
89,76.8023552660984
89,72.0350334123189
89,95.1175221400491
90,87.141759685865
90,97.1018627262882
90,79.1849459141434
90,97.901331271789
90,115.299465769142
90,79.1964013800833
90,76.7893174535792
90,94.364941896469
90,68.3192593898425
90,68.6918478664149
91,49.6079452080299
91,77.5767150766072
91,72.8677045871074
91,105.541740924314
91,51.3265832638577
91,57.0777308225522
91,49.4957216592289
91,53.4755177041912
91,75.8323341282693
91,88.6787824171004
92,59.6480018468821
92,58.1435181626043
92,84.267759546122
92,52.871506870958
92,46.6804616880269
92,65.1932118321109
92,84.4834674338126
92,70.4239973323484
92,74.9566991712704
92,53.3187399150613
93,70.9131574445168
93,74.0251391547236
93,160.005501549563
93,86.288251632621
93,45.7434236208262
93,74.5227118193211
93,73.1405925392009
93,85.0995169012793
93,83.119012089508
93,89.11908109791
94,69.9167482908133
94,81.6260832030628
94,91.560316938962
94,47.5188596860975
94,66.3908654320523
94,56.0929577340661
94,84.2585226473838
94,59.6242701763416
94,70.3995325992446
94,86.7988221048647
95,71.3876765393674
95,63.2861695620802
95,42.5727314182758
95,69.192080407823
95,55.8866564472173
95,89.0601301174596
95,53.258960540499
95,79.7949300388566
95,78.2708108019568
95,54.5895835432071
96,94.3162537637938
96,66.4455396341335
96,72.926756141022
96,73.8738081843693
96,80.2115473941335
96,74.2720470526466
96,64.6000975277893
96,55.1366311729103
96,75.430250681383
96,89.9914210321629
97,59.9245169153361
97,50.7360073994557
97,75.3758154094367
97,63.2105494706225
97,62.204626501785
97,51.3005134083903
97,70.1345522920667
97,48.7967475520217
97,52.2335958482491
97,53.0418331942095
98,56.3681067567482
98,59.9007373622252
98,46.2315457412233
98,72.6904686779486
98,78.7054532971153
98,63.7247792779979
98,47.6325502958527
98,57.4984975355791
98,105.42519183801
98,61.589211614079
99,49.5654009573069
99,87.353423060387
99,83.8685539699775
99,68.4022757508744
99,67.2292322055245
99,71.3335354529173
99,89.9762448953495
99,77.6253734410958
99,68.9179250865601
99,57.5379390296824
100,63.0268673749014
100,74.3089105714628
100,83.0613903602561
100,88.6784695327848
100,86.3132471970248
100,69.1089022004584
100,77.3678364522005
100,131.904644463058
100,74.979060047557
100,84.0224491003064
101,43.2563802419173
101,76.6047972343703
101,68.8323350352463
101,61.4587684280166
101,75.4623419048794
101,74.1381709758631
101,75.5480975665669
101,52.8256159271032
101,58.1047292693741
101,70.3594039288947
102,89.370176361961
102,56.0529097520353
102,58.0711362288318
102,49.8623574427639
102,85.2731223880269
102,160.316775109037
102,74.0380740681159
102,95.9578087801513
102,76.5359712076619
102,75.1338242797003
103,69.9155281234069
103,87.3600785017595
103,68.9245223340239
103,87.3559675377054
103,52.2071539174224
103,84.3005139983001
103,63.7527953402606
103,47.663821260781
103,68.6931911822064
103,101.753603403403
104,64.9200195571626
104,76.847988990151
104,87.6570489128442
104,161.849848983807
104,65.6231073575804
104,43.080500966897
104,55.2916409351647
104,49.3674195019051
104,53.8575762073474
104,42.590174017273
105,103.472742937452
105,89.4247359435082
105,76.6966471490605
105,67.9715623307386
105,56.7299718334128
105,94.9277137397091
105,106.226220326308
105,78.4382882707403
105,74.6950433183576
105,50.8832222271342
106,71.0742282619959
106,96.3824970250315
106,101.141051039439
106,95.1669073165387
106,84.1276783464629
106,92.0175226328642
106,85.4347536409834
106,84.962911308822
106,69.4768826057077
106,126.354662649025
107,50.4575450999541
107,76.0333339338738
107,56.3974952934553
107,59.6624887446108
107,52.8682350114084
107,45.7013228933634
107,81.5606266388735
107,57.180849520359
107,58.495307483006
107,76.9450823395207
108,91.9656736407676
108,63.6198290270361
108,94.0582468081078
108,75.4649137388791
108,92.941396078158
108,64.3042643142455
108,46.1007839231152
108,49.3987306108074
108,94.6942877091156
108,56.5156825235007
109,80.7249845340856
109,101.580675968794
109,45.77233898524
109,63.8607363920229
109,65.2828768847524
109,52.4196495837891
109,52.1499680337628
109,59.0323376784601
109,63.2137849546946
109,80.2423159330392
110,49.2901042210067
110,83.593069702662
110,38.3040297701934
110,62.1389370281514
110,114.622347610505
110,54.685873372684
110,45.0431971836864
110,81.0662136023462
110,63.2613086131928
110,50.5283306385888
111,44.2236339962739
111,78.899568529277
111,52.5875635631562
111,42.9543915865732
111,52.8113499980107
111,49.6874570944979
111,52.3220895225746
111,56.6733461303367
111,58.3552528767836
111,77.9939078594746
112,48.8098634521262
112,64.6978254839902
112,79.4076861666428
112,72.9925255513415
112,59.5458055909157
112,76.8402439956604
112,65.3279632720086
112,68.5784282532681
112,52.2727766983483
112,64.6069270960708
113,76.8485910146928
113,49.6038367831505
113,56.8619280382882
113,74.8472653833936
113,65.1412011956328
113,100.073613671764
113,55.218966790858
113,67.1435205567791
113,54.0898671523237
113,67.0966176348031
114,63.2733212016816
114,49.4471419289999
114,78.7271079714919
114,48.0385294020318
114,82.5211210099112
114,70.1468030026
114,61.9888625087767
114,64.9735968869574
114,91.6647653635904
114,59.9740444089719
115,100.889182907772
115,80.1979595174874
115,83.948045290932
115,69.256189993295
115,94.0771823484368
115,66.3000432022209
115,82.7685112135447
115,71.6884843758586
115,95.9051916267647
115,76.8279069206353
116,73.4162547542997
116,134.993625421498
116,67.4345390597284
116,73.1020212588452
116,65.8471265861025
116,97.5456009863971
116,73.961383617858
116,95.9475594325718
116,84.0025399977921
116,67.1564975411142
117,83.6508443881903
117,64.9525198987156
117,71.4931193601056
117,45.8501032287996
117,98.1850100674397
117,57.9576662471709
117,65.0606381774913
117,57.4887746572074
117,56.7924028322967
117,80.1331853647034
118,82.6910093346361
118,82.8957210104772
118,84.9853656594936
118,101.399486810659
118,45.3940968392135
118,64.1213078180575
118,61.6596628840291
118,56.0468741654938
118,53.1743655332363
118,66.0957407037996
119,42.5699188155097
119,54.0000222069107
119,97.9947424491048
119,56.8553931120526
119,40.0559171192652
119,94.2261835599533
119,64.1365108092168
119,56.7921478161376
119,59.4385470449289
119,69.3851539212655
120,64.2136521082588
120,50.8245244229849
120,51.9655738681713
120,56.993773733688
120,66.1688455850344
120,89.3682319103199
120,63.7786417817933
120,51.1473916508249
120,68.503611159173
120,143.407611858372
121,78.6894672003874
121,79.0290206544754
121,62.0952670416913
121,91.7171402520183
121,48.9688490533103
121,115.390276194775
121,75.4807832179854
121,64.7747849742542
121,48.2433154255947
121,59.5359377124769
122,91.3768844379253
122,73.6035211284399
122,58.8205222725351
122,60.0213442145552
122,61.4775866293867
122,82.7040465185102
122,46.60449424718
122,57.7867809708392
122,82.0564051014419
122,49.9672516666918
123,61.3194638575576
123,67.6818883207789
123,117.830958013099
123,60.1870861347652
123,55.0758122423713
123,48.3244584815485
123,45.9133305803409
123,87.7741528494058
123,50.0534514534677
123,47.6286668031574
124,42.8098002869825
124,70.247564371385
124,57.96529537871
124,81.5371384668697
124,55.9396763679849
124,129.257919322664
124,49.5056294507752
124,46.8502725761021
124,75.9796944603557
124,61.2427666628433
125,36.6719911914452
125,75.594095562684
125,63.7755455309134
125,48.8432240269222
125,177.84455535897
125,79.5979140332978
125,56.016959412016
125,57.6481724039796
125,55.7489628242903
125,40.9601710113792
126,99.0449588728102
126,48.710927548654
126,63.7259557269227
126,103.852817115341
126,66.7020254729602
126,51.9644840324321
126,53.2353977744739
126,73.6886698911997
126,42.2161736954338
126,46.5238913112026
127,66.4921562902196
127,86.8885892275898
127,55.7222391465884
127,66.3322728304337
127,55.6677627437451
127,56.1750098470659
127,69.8638393371794
127,59.6273972407189
127,81.514507727441
127,50.9445367785735
128,79.2509959306378
128,40.2583491993326
128,53.8801440591619
128,82.4245529293987
128,78.5741107923633
128,69.980487843395
128,47.9952980533391
128,56.1077123163433
128,61.8347760811297
128,63.5320422670102
129,73.2833231306175
129,65.0304439085898
129,48.1827450904819
129,43.0506105451399
129,54.4964858249071
129,78.687336802977
129,70.2464640441827
129,61.352303534547
129,50.7616369781937
129,69.5279127195259
130,67.4340113016759
130,48.2447964471797
130,81.0123436896099
130,71.6216953134563
130,61.5116805571314
130,46.5120437792379
130,55.4184960492934
130,41.8954587606536
130,69.801587107694
130,56.0785038034612
131,44.1197262699655
131,50.0718486694786
131,44.0960247598572
131,66.204380330667
131,52.480411172298
131,67.9516809035085
131,40.0858233229446
131,61.0183531328734
131,50.991853273157
131,56.6345967749242
132,77.7323495023496
132,80.2308236048139
132,75.9225252417473
132,63.0990057351191
132,92.2488482171304
132,84.4002473561381
132,44.2500046506035
132,55.1504307124022
132,72.2490961577808
132,52.4688292629965
133,44.8949293036358
133,63.5062310995164
133,81.4912554831241
133,98.1697256648602
133,55.5232325069094
133,49.3064980300888
133,43.5737850583625
133,91.381305759795
133,69.404998898428
133,70.933075840573
134,70.6163087932457
134,57.9018562082871
134,67.9643899090154
134,59.9933050706689
134,57.5565199661178
134,50.8577589480427
134,57.906027954992
134,51.3944352646996
134,54.432059920089
134,82.9195126196244
135,84.9343235013575
135,55.8694449801524
135,72.7869463519041
135,75.7166348988178
135,76.7842949521334
135,56.8766599151765
135,62.5024365086062
135,87.5017965596689
135,59.2160433929192
135,69.9467345235908
136,90.0704915428085
136,46.5105371517263
136,81.1412938941488
136,61.4199162796444
136,63.674242466624
136,67.5298052124229
136,114.373047591238
136,53.0434919271868
136,66.0643726733043
136,54.0357072694294
137,62.1740523050763
137,50.6825641872677
137,66.5017367689889
137,64.1929513808051
137,73.8230972483242
137,91.3448913887005
137,72.4553488528121
137,58.8399948940249
137,67.0878116347428
137,63.1988204865045
138,47.4912929574459
138,61.5126887582394
138,67.5241333865306
138,52.5801944044659
138,68.9574593943859
138,66.4736330013285
138,70.7846772920785
138,61.995630537461
138,42.860762398975
138,54.1944711582951
139,53.9139148541901
139,56.8822956807426
139,50.9060047978174
139,79.885335731353
139,57.6233744926604
139,59.3714120703716
139,51.3193687780428
139,78.9802089947891
139,54.1448022607744
139,53.4220420632406
140,73.5637097314396
140,66.601150454859
140,127.12459950955
140,107.383710868132
140,71.1365065667495
140,105.216020762487
140,78.633639330819
140,90.6929772678027
140,82.4168471848655
140,87.8262829958908
141,64.5728063822974
141,96.0926186915555
141,75.9594281975871
141,75.2792067307811
141,79.4340442751694
141,53.9445936924766
141,163.787870512798
141,66.7727034248821
141,96.8948133254202
141,93.0954696559846
142,66.1763011036994
142,65.7252186802852
142,130.561076395597
142,40.8565947630519
142,68.6465443508649
142,74.8090933681779
142,65.3883294573635
142,75.2689006372136
142,70.8580264231383
142,75.679477530806
143,44.5518954327799
143,72.2826166431065
143,46.6303306795431
143,69.4041860616451
143,42.7204945585755
