generation,fitness
827,-1424.3267016430482
828,-1424.3267016430482
829,-1424.3267016430482
830,-1424.3267016430482
831,-1244.4142323305998
832,-1244.4142323305998
833,-1244.4142323305998
834,-1244.4142323305998
835,-1244.4142323305998
836,-1244.4142323305998
837,-1244.4142323305998
838,-1065.2667503732
839,-1244.4142323305998
840,-1244.4142323305998
841,-1244.4142323305998
842,-1244.4142323305998
843,-1244.4142323305998
844,-1244.4142323305998
845,-1244.4142323305998
846,-1244.4142323305998
847,-1216.7210603412077
848,-1244.4142323305998
849,-1244.4142323305998
850,-1244.4142323305998
851,-1244.4142323305998
852,-1244.4142323305998
853,-1244.4142323305998
854,-1244.4142323305998
855,-1244.4142323305998
856,-1244.4142323305998
857,-1244.4142323305998
858,-1558.6263451468349
859,-1473.656889752471
860,-1558.6263451468349
861,-1558.6263451468349
862,-1558.6263451468349
863,-1558.6263451468349
864,-1558.6263451468349
865,-1558.6263451468349
866,-1558.6263451468349
867,-1558.6263451468349
868,-1558.6263451468349
869,-1558.6263451468349
870,-1558.6263451468349
871,-1558.6263451468349
872,-1806.3318515049355
873,-1958.2245954769603
874,-1958.2245954769603
875,-1769.5814440073273
876,-1958.2245954769603
877,-1958.2245954769603
878,-1952.786045862615
879,-1952.786045862615
880,-1952.786045862615
881,-1952.786045862615
882,-1432.6811203247737
883,-1306.7734441999994
884,-1306.7734441999994
885,-1306.7734441999994
886,-1306.7734441999994
887,-1306.7734441999994
888,-1306.7734441999994
889,-1306.7734441999994
890,-1545.8076592700686
891,-1527.782458226514
892,-1777.9160962475175
893,-1777.9160962475175
894,-1299.674806898674
895,-1299.674806898674
896,-1777.9160962475175
897,-1001.9003101943686
898,-1192.4127373599292
899,-1192.4127373599292
900,-1192.4127373599292
901,-1192.4127373599292
902,-1192.4127373599292
903,-1192.4127373599292
904,-1192.4127373599292
905,-1192.4127373599292
906,-1614.215685867882
907,-2174.9887388873144
908,-2174.9887388873144
909,-1654.9999507675102
910,-1883.3551457477056
911,-1883.3551457477056
912,-1644.753680419437
913,-1644.753680419437
914,-1883.3551457477056
915,-1883.3551457477056
916,-2086.7105092652146
917,-2243.391261071471
918,-2243.391261071471
919,-2097.298955506303
920,-2026.0270920501548
921,-2105.832531662782
922,-2105.832531662782
923,-1618.1488183745962
924,-1618.1488183745962
925,-1618.1488183745962
926,-2070.8801528415656
927,-2070.8801528415656
928,-1945.0570532791824
929,-2015.674580230062
930,-2070.8801528415656
931,-2105.832531662782
932,-1954.6644701548655
933,-1671.7625397853487
934,-1671.7625397853487
935,-1954.6644701548655
936,-1870.8128081548523
937,-1870.8128081548523
938,-1870.8128081548523
939,-1740.60008555608
940,-1779.9165303241002
941,-1779.9165303241002
942,-1779.9165303241002
943,-1725.4442303449543
944,-1725.4442303449543
945,-1371.1399713225187
946,-1371.1399713225187
947,-1371.1399713225187
948,-1371.1399713225187
949,-1779.9165303241002
950,-1779.9165303241002
951,-1779.9165303241002
952,-1779.9165303241002
953,-1813.5499450591744
954,-1813.5499450591744
955,-1813.5499450591744
956,-1813.5499450591744
957,-1813.5499450591744
958,-1813.5499450591744
959,-1723.4341080357071
960,-1813.5499450591744
961,-1813.5499450591744
962,-1813.5499450591744
963,-1813.5499450591744
964,-1813.5499450591744
965,-1813.5499450591744
966,-1813.5499450591744
967,-1813.5499450591744
968,-1682.4014961248397
969,-1813.5499450591744
970,-1813.5499450591744
971,-1813.5499450591744
972,-1813.5499450591744
973,-1813.5499450591744
974,-1674.266745967338
975,-1674.266745967338
976,-1674.266745967338
977,-1813.5499450591744
978,-1813.5499450591744
979,-1813.5499450591744
980,-1695.38748588223
981,-1695.38748588223
982,-1695.38748588223
983,-1695.38748588223
984,-1695.38748588223
985,-1443.1554539566464
986,-1443.1554539566464
987,-1608.3453065300494
988,-2043.5027443139695
989,-1995.418577837717
990,-1995.418577837717
991,-1995.418577837717
992,-2043.5027443139695
993,-2043.5027443139695
994,-2001.0371654570804
995,-1907.5977776911236
996,-2015.6848838512635
997,-2015.6848838512635
998,-2087.7397231684236
999,-1894.9498233083764
1000,-1894.9498233083764
