fleet,headway.min,replica,line,planned.buses,headway,ewt.v,simulation.fitness,number,ewt.a,headway.max,buses,headway.observed,hcv
50.0,180.0,2,T31s,43.0,722.7094799402237,2633.4184415075306,-263.15800623195554,32,81.52564186384708,1200.0,45.0,753.5841721811333,0.4691968999156744
50.0,180.0,3,T31s,43.0,722.7094799402237,4271.419270230926,-426.9548735598881,32,93.69570910889885,1200.0,45.0,734.6394519456684,0.5079140958259875
50.0,180.0,4,T31s,43.0,722.7094799402237,5710.691914309819,-570.8990637903223,32,102.59273169264995,1200.0,45.0,742.9855238827421,0.5984210385220642
50.0,180.0,5,T31s,43.0,722.7094799402237,1617.7224189521503,-161.5896330501555,32,79.92847403128972,1200.0,45.0,743.1743296280746,0.5480458980300872
50.0,180.0,6,T31s,43.0,722.7094799402237,1276.1395416374758,-127.41218221298307,32,68.37039405238423,1200.0,45.0,729.2655497139144,0.476758126679789
50.0,180.0,7,T31s,43.0,722.7094799402237,5389.782273505309,-538.8187539270926,32,112.72472274864116,1200.0,45.0,747.0893878695916,0.6470495308239255
50.0,180.0,8,T31s,43.0,722.7094799402237,2474.7266811110826,-247.29666728302533,32,89.73536987130115,1200.0,45.0,741.3317699295199,0.5922750014580045
50.0,180.0,9,T31s,43.0,722.7094799402237,4349.37815354667,-434.76340119507023,32,101.85228573119548,1200.0,45.0,749.1973913911526,0.5214836052473044
50.0,180.0,10,T31s,43.0,722.7094799402237,2247.127262689922,-224.53053490015003,32,85.85828067180397,1200.0,45.0,741.8576415864948,0.5401998618423771
50.0,180.0,1,T31s,43.0,1036.312598390684,2707.030176251371,-270.6298416665762,33,85.50636635522041,1200.0,15.0,1056.8803304296969,0.3773025531278728
50.0,180.0,2,T31s,43.0,1036.312598390684,4311.564872881561,-431.09672156864025,33,99.1108727665891,1200.0,15.0,1065.5067454800087,0.4153129709303091
50.0,180.0,3,T31s,43.0,1036.312598390684,1140.1747205933038,-113.94035314840436,33,81.16999029708276,1200.0,15.0,1053.1934390528193,0.37401521267123
50.0,180.0,4,T31s,43.0,1036.312598390684,2991.592315925493,-299.11869356807574,33,103.82446572162965,1200.0,15.0,1093.367547294071,0.4279908753421961
50.0,180.0,5,T31s,43.0,1036.312598390684,1979.1472432925568,-197.86231975294737,33,93.57468094251661,1200.0,15.0,1081.0091771884006,0.4161876009974036
50.0,180.0,6,T31s,43.0,1036.312598390684,2275.150867613862,-227.46062066916372,33,90.93938145699659,1200.0,15.0,1065.9003507626408,0.4932322230374693
50.0,180.0,7,T31s,43.0,1036.312598390684,2758.7913359469608,-275.8318969851594,33,103.5558723408594,1200.0,15.0,1077.9279113282155,0.4527217240143711
50.0,180.0,8,T31s,43.0,1036.312598390684,1595.3011127898756,-159.45779005930223,33,76.52003475331522,1200.0,15.0,1080.1439815494439,0.27895937396950804
50.0,180.0,9,T31s,43.0,1036.312598390684,3341.325994065766,-334.0718631895185,33,95.68745814483921,1200.0,15.0,1062.210468424328,0.4364092426136735
50.0,180.0,10,T31s,43.0,1036.312598390684,4902.873327355872,-490.2515550415531,33,95.5956031216036,1200.0,15.0,1118.2173677373507,0.35684830736490236
50.0,180.0,1,T31s,43.0,722.7094799402237,7373.235351487011,-737.1520420096163,34,98.84153522775034,1200.0,45.0,752.152502438431,0.5433466392172392
50.0,180.0,2,T31s,43.0,722.7094799402237,5983.942918814737,-598.2368658263325,34,114.44175704875798,1200.0,45.0,759.4615591943598,0.5890222877461848
50.0,180.0,3,T31s,43.0,722.7094799402237,1862.3817217046624,-186.06117717579366,34,74.43219300232782,1200.0,45.0,774.7717323057615,0.43663826408818246
50.0,180.0,4,T31s,43.0,722.7094799402237,4580.1048653684375,-457.8463439978548,34,107.74467044829254,1200.0,45.0,753.8173149153731,0.5773825082048013
50.0,180.0,5,T31s,43.0,722.7094799402237,6336.01077368994,-633.4214644753747,34,88.14779144433155,1200.0,45.0,749.56129513212,0.5130373024047687
50.0,180.0,6,T31s,43.0,722.7094799402237,3536.557357038779,-353.47837196773287,34,80.92945020026323,1200.0,45.0,767.4316133817912,0.45447049551084556
50.0,180.0,7,T31s,43.0,722.7094799402237,779.4734327176299,-77.75408554329277,34,65.84871958528461,1200.0,45.0,748.9425995506033,0.45455857919922626
50.0,180.0,8,T31s,43.0,722.7094799402237,1398.5236446602812,-139.66603020404682,34,74.77072234571905,1200.0,45.0,750.1177149013998,0.48714079164657903
50.0,180.0,9,T31s,43.0,722.7094799402237,6198.679835903884,-619.7036242156814,34,118.22043717394536,1200.0,45.0,747.236850125101,0.5790035450188973
50.0,180.0,10,T31s,43.0,722.7094799402237,9699.066835853602,-969.7638907985798,34,144.46318536583252,1200.0,45.0,767.8374659177383,0.5860135040805718
50.0,180.0,1,T31s,43.0,838.2857291032678,2602.7486674846805,-260.05647905335206,35,72.38961389718479,1200.0,11.0,870.1411514775054,0.3394501268066105
50.0,180.0,2,T31s,43.0,838.2857291032678,14846.794558665395,-1484.5157702452411,35,146.2303684946087,1200.0,11.0,869.2519814880684,0.6455654280249223
50.0,180.0,3,T31s,43.0,838.2857291032678,5530.014526752673,-552.8042747101382,35,103.20483757191252,1200.0,11.0,868.6725743905776,0.4574687031725902
50.0,180.0,4,T31s,43.0,838.2857291032678,3644.994320103726,-364.309014847214,35,103.68545903760746,1200.0,11.0,862.7730371694317,0.5581778114496557
50.0,180.0,5,T31s,43.0,838.2857291032678,1027.69576435877,-102.54912101302598,35,65.22612997131935,1200.0,11.0,858.288791595142,0.4123708932230988
50.0,180.0,6,T31s,43.0,838.2857291032678,4855.788346271067,-485.390739588342,35,108.46440795683608,1200.0,11.0,862.2270959132806,0.5686806448117989
50.0,180.0,7,T31s,43.0,838.2857291032678,3158.8206458749023,-315.6854835544708,35,91.4965786264848,1200.0,11.0,858.1568858795044,0.5643225453296024
50.0,180.0,8,T31s,43.0,838.2857291032678,3389.167545367248,-338.7155956410408,35,90.71189360941624,1200.0,11.0,864.740137477268,0.48243452600932357
50.0,180.0,9,T31s,43.0,838.2857291032678,8708.52885228383,-870.6766501265963,35,126.40856662260916,1200.0,11.0,872.9550661207597,0.5643604452708384
50.0,180.0,10,T31s,43.0,838.2857291032678,1541.94923207242,-153.9910622554207,35,73.98832132039962,1200.0,11.0,882.5048457128479,0.4066609218600181
50.0,180.0,1,T31s,43.0,722.7094799402237,4139.281693515,-413.69714196039035,36,91.41746506576271,1200.0,18.0,738.2619845405443,0.494154331722439
50.0,180.0,2,T31s,43.0,722.7094799402237,1512.277571863946,-150.98712366244365,36,74.50415307316092,1200.0,18.0,735.0641694687051,0.4732813868448996
50.0,180.0,3,T31s,43.0,722.7094799402237,5985.580159383295,-598.3458249942553,36,101.3052230392444,1200.0,18.0,745.5938381465776,0.6064310582074707
50.0,180.0,4,T31s,43.0,722.7094799402237,5783.181784662143,-578.1106511850329,36,111.01201154793497,1200.0,18.0,744.9023144140294,0.6247795121027574
50.0,180.0,5,T31s,43.0,722.7094799402237,5341.999111880985,-533.9769456045442,36,98.35591793348777,1200.0,18.0,749.6869966607461,0.4844382774022171
50.0,180.0,6,T31s,43.0,722.7094799402237,2806.316029006188,-280.39467667001725,36,77.22911744425663,1200.0,18.0,734.3692279029842,0.5053589973315267
50.0,180.0,7,T31s,43.0,722.7094799402237,3279.954462190586,-327.7754226303592,36,88.44382074123402,1200.0,18.0,755.5425294210784,0.512454239569867
50.0,180.0,8,T31s,43.0,722.7094799402237,6283.425172923206,-628.1354832746199,36,114.37885016585957,1200.0,18.0,745.8781337825317,0.612749237582658
50.0,180.0,9,T31s,43.0,722.7094799402237,7052.250894226698,-705.013135258306,36,106.98276875150532,1200.0,18.0,752.4861158902928,0.5493308926807025
50.0,180.0,10,T31s,43.0,722.7094799402237,9916.990745468358,-991.4824902860381,36,103.96960605184725,1200.0,18.0,746.0938951194872,0.5506751026596834
50.0,180.0,1,T31s,43.0,1184.3322060116802,1741.8130327189538,-174.17156252474211,37,100.55896231804381,1200.0,11.0,1219.2961499107028,0.3916756105851966
50.0,180.0,2,T31s,43.0,1184.3322060116802,2470.927308586037,-247.09435955574844,37,114.59645544383464,1200.0,11.0,1251.8301052329466,0.4585784098127222
50.0,180.0,3,T31s,43.0,1184.3322060116802,8985.795065431175,-898.6017956395024,37,153.0102422550558,1200.0,11.0,1211.932013975163,0.53713644617549
50.0,180.0,4,T31s,43.0,1184.3322060116802,9172.815880883387,-917.2980882294142,37,149.5463226935816,1200.0,11.0,1209.9462094625555,0.49079329162167906
50.0,180.0,5,T31s,43.0,1184.3322060116802,10194.628888115583,-1019.4966248592287,37,170.7394897980986,1200.0,11.0,1212.8014888948658,0.5925084672206545
50.0,180.0,6,T31s,43.0,1184.3322060116802,3365.9831629806695,-336.5925092230544,37,109.06577522740768,1200.0,11.0,1260.2648393912602,0.40265628896064504
50.0,180.0,7,T31s,43.0,1184.3322060116802,21737.66751313349,-2173.7920573342676,37,165.48473219702686,1200.0,11.0,1227.7238318863367,0.5257240583750791
50.0,180.0,8,T31s,43.0,1184.3322060116802,3843.827793754953,-384.3788269026548,37,107.8003840837359,1200.0,11.0,1234.9466074925963,0.4254202811602918
50.0,180.0,9,T31s,43.0,1184.3322060116802,4907.322861014416,-490.72577555500413,37,102.45143631049368,1200.0,11.0,1200.7372326195602,0.4176693711014875
50.0,180.0,10,T31s,43.0,1184.3322060116802,7208.746641437205,-720.8857976973818,37,144.7039658922415,1200.0,11.0,1255.9514183277831,0.4532686068156287
50.0,180.0,1,T31s,43.0,722.7094799402237,1745.9644754857213,-174.40319781828006,38,78.18733021135351,1200.0,45.0,741.5437757482974,0.45703235184830693
50.0,180.0,2,T31s,43.0,722.7094799402237,149.2415555393551,-14.70670873630609,38,43.55169398344041,1200.0,45.0,732.7081484402614,0.3824878775172022
50.0,180.0,3,T31s,43.0,722.7094799402237,2189.271772410192,-218.73062173851437,38,68.4886705076737,1200.0,45.0,736.9703320316836,0.483206105497199
50.0,180.0,4,T31s,43.0,722.7094799402237,9519.519528648929,-951.8011248086849,38,140.56532219244463,1200.0,45.0,744.0701344411971,0.6584615192642728
50.0,180.0,5,T31s,43.0,722.7094799402237,8223.209504054048,-822.1676057686651,38,116.23545439303108,1200.0,45.0,761.5543676819266,0.611546842450134
50.0,180.0,6,T31s,43.0,722.7094799402237,57362.20357567041,-5736.115473191704,38,244.2785971887143,1200.0,45.0,750.733088324044,0.7329935649481274
50.0,180.0,7,T31s,43.0,722.7094799402237,12645.906132790155,-1264.4361734361937,38,126.81683601838627,1200.0,45.0,747.5877393726569,0.647480146658359
50.0,180.0,8,T31s,43.0,722.7094799402237,9338.552626086574,-933.6923693857475,38,126.5833376419757,1200.0,45.0,743.6900976892564,0.5866519777190099
50.0,180.0,9,T31s,43.0,722.7094799402237,3700.255908296882,-369.8440886037032,38,85.51535627461118,1200.0,45.0,759.986038691058,0.4415967417111967
50.0,180.0,10,T31s,43.0,722.7094799402237,968.3048087170159,-96.6405551446525,38,65.30775978760637,1200.0,45.0,754.6606180307216,0.4560463899115942
50.0,180.0,1,T31s,43.0,215.18528410611555,4407.47394716278,-440.25010675564477,39,84.275388032803,1200.0,18.0,234.4214675158711,0.8191233071343154
50.0,180.0,2,T31s,43.0,215.18528410611555,5741.822772598764,-573.6752466305851,39,71.67232394064754,1200.0,18.0,226.06113432447475,0.8128852647314779
50.0,180.0,3,T31s,43.0,215.18528410611555,3839.173265014419,-383.4197673491557,39,78.68796320109138,1200.0,18.0,229.5715166757668,0.8635652626315854
50.0,180.0,4,T31s,43.0,215.18528410611555,679.5812399407221,-67.4351697048301,39,38.850121823739755,1200.0,18.0,223.52181458130212,0.7779931805731036
50.0,180.0,5,T31s,43.0,215.18528410611555,13100.38295252513,-1309.554010972442,39,111.15472050712629,1200.0,18.0,228.56625958338066,0.8940047374432545
50.0,180.0,6,T31s,43.0,215.18528410611555,1411.6547209597932,-140.6490902409399,39,52.64081218690671,1200.0,18.0,231.03193585253166,0.7535713707741847
50.0,180.0,7,T31s,43.0,215.18528410611555,10514.552008573832,-1050.9810165898139,39,126.8825865304303,1200.0,18.0,231.60032433723075,0.9247312026547414
50.0,180.0,8,T31s,43.0,215.18528410611555,10183.48120038495,-1017.8500626868248,39,97.80244369146112,1200.0,18.0,230.3433053455865,0.7903284004730794
50.0,180.0,9,T31s,43.0,215.18528410611555,6540.3492788097865,-653.5303280726514,39,85.19688908450668,1200.0,18.0,226.55537245616418,0.7892043074307845
50.0,180.0,10,T31s,43.0,215.18528410611555,2141.302071620643,-213.60994928907758,39,53.183731986731814,1200.0,18.0,234.54077018411576,0.6923612566847812
50.0,180.0,1,T31s,43.0,364.05532201340236,5358.669787617306,-535.3596609488781,40,98.15729802657349,1200.0,6.0,380.68836907974236,0.6932881764175156
50.0,180.0,2,T31s,43.0,364.05532201340236,1245.6776786424443,-124.04058234567349,40,60.84809601098066,1200.0,6.0,375.93849269708295,0.6469155752610424
50.0,180.0,3,T31s,43.0,364.05532201340236,12844.6701377666,-1283.9603540743763,40,105.41218348817361,1200.0,6.0,381.7318022731058,0.6695484882534943
50.0,180.0,4,T31s,43.0,364.05532201340236,10700.339658118384,-1069.530056669767,40,105.4489785391859,1200.0,6.0,376.4906607514248,0.7277616844489365
50.0,180.0,5,T31s,43.0,364.05532201340236,4875.228741389563,-487.0225828659245,40,95.66698709231929,1200.0,6.0,383.9118170221831,0.752893152586969
50.0,180.0,6,T31s,43.0,364.05532201340236,8250.529038081218,-824.538226671829,40,84.9491831911291,1200.0,6.0,382.2898235618793,0.6543016709809215
50.0,180.0,7,T31s,43.0,364.05532201340236,1141.7856393388854,-113.64020343963598,40,53.274893258506225,1200.0,6.0,374.4976415826417,0.5688854224108827
50.0,180.0,8,T31s,43.0,364.05532201340236,3495.259206555247,-349.0046793580244,40,85.11212689918521,1200.0,6.0,368.7375002798284,0.6678364619321301
50.0,180.0,9,T31s,43.0,364.05532201340236,1782.233643894289,-177.69862804890286,40,57.2566340085008,1200.0,6.0,375.1192885207534,0.6881977438147516
50.0,180.0,10,T31s,43.0,364.05532201340236,2614.411417442993,-260.91877119249074,40,72.28086875565116,1200.0,6.0,374.5137283688582,0.6653369670396769
50.0,180.0,1,T31s,43.0,295.38218993219135,1861.482901914184,-185.62828235291835,41,63.51719195867542,1200.0,10.0,308.4678454287033,0.7365003079770553
50.0,180.0,2,T31s,43.0,295.38218993219135,509.0176944723852,-50.35499174878546,41,38.66299622245157,1200.0,10.0,302.1308264499589,0.5889256097953888
50.0,180.0,3,T31s,43.0,295.38218993219135,3647.7347979968226,-364.25724990970923,41,81.00624468207897,1200.0,10.0,307.2004293040913,0.7234383398041361
50.0,180.0,4,T31s,43.0,295.38218993219135,2552.489061162712,-254.72815910821714,41,69.39862972990065,1200.0,10.0,309.2330041378599,0.7050028862827694
50.0,180.0,5,T31s,43.0,295.38218993219135,1714.0147283810752,-170.87947649225916,41,60.42678522362571,1200.0,10.0,303.2362176111086,0.7576908715568759
50.0,180.0,6,T31s,43.0,295.38218993219135,5453.02968971724,-544.7873595777196,41,84.61084549874226,1200.0,10.0,306.1335858199652,0.7239035133414922
50.0,180.0,7,T31s,43.0,295.38218993219135,3090.8398763575537,-308.5671583663715,41,77.60198393028446,1200.0,10.0,308.5105423790516,0.7210855340346519
50.0,180.0,8,T31s,43.0,295.38218993219135,1633.7615135612932,-162.85602520904507,41,59.11799002290217,1200.0,10.0,306.3062500859351,0.7626964953094914
50.0,180.0,9,T31s,43.0,295.38218993219135,1052.9510683892647,-104.76100086023497,41,49.47347372613743,1200.0,10.0,309.91951037692047,0.6337920945930904
50.0,180.0,10,T31s,43.0,295.38218993219135,1653.8211157224519,-164.8506970314621,41,59.10500936990661,1200.0,10.0,305.37997885369606,0.6553044814715695
50.0,180.0,1,T31s,43.0,364.05532201340236,4926.367420778322,-492.19657016443665,42,81.84303616905098,1200.0,16.0,375.86572576229855,0.6684456327690101
50.0,180.0,2,T31s,43.0,364.05532201340236,2870.8805068106703,-286.6406723161031,42,70.10151221723329,1200.0,16.0,373.7394373108696,0.6480271093842924
50.0,180.0,3,T31s,43.0,364.05532201340236,2103.8484055838057,-209.9370317986382,42,61.06223299980134,1200.0,16.0,375.6043919385755,0.6628837709851279
50.0,180.0,4,T31s,43.0,364.05532201340236,878.5705338695509,-87.40039992213697,42,47.846478059254274,1200.0,16.0,376.83536802400397,0.6112482008994052
50.0,180.0,5,T31s,43.0,364.05532201340236,2487.588283538318,-248.3134179878666,42,69.96115999419305,1200.0,16.0,376.3775355449132,0.6526567152082561
50.0,180.0,6,T31s,43.0,364.05532201340236,5924.991549832227,-592.0542473251878,42,80.7832322621808,1200.0,16.0,375.47388490587883,0.6269258122782654
50.0,180.0,7,T31s,43.0,364.05532201340236,1287.1237300671874,-128.25432270333246,42,59.91432865269955,1200.0,16.0,374.5079004877393,0.5707446320807344
50.0,180.0,8,T31s,43.0,364.05532201340236,6464.736864204381,-646.046282824096,42,98.5089852764506,1200.0,16.0,375.217282333603,0.7443900127215827
50.0,180.0,9,T31s,43.0,364.05532201340236,3033.4250711765553,-302.9090093210073,42,71.11391957093029,1200.0,16.0,377.1011101740226,0.7636835551085888
50.0,180.0,10,T31s,43.0,364.05532201340236,12849.49527634496,-1284.5298713653492,42,122.27578532273756,1200.0,16.0,377.41967116516776,0.7296853894341339
50.0,180.0,1,T31s,43.0,838.2857291032678,1611.9386624322776,-161.26173773748897,43,77.59332718999765,1200.0,50.0,860.6582031150909,0.41619873561525533
50.0,180.0,2,T31s,43.0,838.2857291032678,2940.9133097383838,-294.18136093035923,43,96.2292024625249,1200.0,50.0,869.5597939985649,0.5233014746552294
50.0,180.0,3,T31s,43.0,838.2857291032678,3391.7770845355044,-339.26513985556375,43,101.57384175401452,1200.0,50.0,863.5797439702006,0.5146772301473881
50.0,180.0,4,T31s,43.0,838.2857291032678,6100.539457828385,-610.1458815908188,43,98.41907063083153,1200.0,50.0,877.7705081289865,0.4867621102750077
50.0,180.0,5,T31s,43.0,838.2857291032678,3399.125292948381,-340.0050024601512,43,101.52795698347224,1200.0,50.0,873.0055739682115,0.509801753569021
50.0,180.0,6,T31s,43.0,838.2857291032678,3065.17825784007,-306.59321575916005,43,86.00444096973177,1200.0,50.0,867.689661079199,0.4219849811653876
50.0,180.0,7,T31s,43.0,838.2857291032678,2455.596542063775,-245.64302522622523,43,93.7736811273169,1200.0,50.0,857.9640464504438,0.5331074587364996
50.0,180.0,8,T31s,43.0,838.2857291032678,2906.4600076604156,-290.7304298523648,43,85.87476213572758,1200.0,50.0,872.1781655401408,0.486405388229637
50.0,180.0,9,T31s,43.0,838.2857291032678,2948.575369158936,-294.9416987425287,43,90.55222325337904,1200.0,50.0,865.0600911833983,0.510012279917465
50.0,180.0,10,T31s,43.0,838.2857291032678,17290.877264848445,-1729.1998825240005,43,155.4487960057612,1200.0,50.0,865.6797375226174,0.5699875174844489
50.0,180.0,1,T31s,43.0,843.2733070134675,1781.213060299503,-177.84684955928157,44,84.20271560316289,1200.0,3.0,876.154148391807,0.4896563113498475
50.0,180.0,2,T31s,43.0,843.2733070134675,4266.71839242735,-426.3915405502606,44,93.95259305715592,1200.0,3.0,854.456438981763,0.5263680865438476
50.0,180.0,3,T31s,43.0,843.2733070134675,3483.232334759672,-348.05484710590787,44,95.41868855888907,1200.0,3.0,867.1412117332093,0.5659880153864586
50.0,180.0,4,T31s,43.0,843.2733070134675,2407.6775180306977,-240.49593942973513,44,96.32357779332118,1200.0,3.0,875.9877153110074,0.47667342884605846
50.0,180.0,5,T31s,43.0,843.2733070134675,4405.175323932854,-440.2636086356153,44,105.19486371121042,1200.0,3.0,882.3224988556412,0.588725199816435
50.0,180.0,6,T31s,43.0,843.2733070134675,3308.9510578228683,-330.61777735112685,44,96.99358639700638,1200.0,3.0,861.3361769271355,0.5054650084850864
50.0,180.0,7,T31s,43.0,843.2733070134675,3291.6205298999057,-328.88055517286364,44,82.5711977539112,1200.0,3.0,885.8558929795347,0.36761215378843926
50.0,180.0,8,T31s,43.0,843.2733070134675,1633.2261895420584,-163.03353805313725,44,78.96943661929281,1200.0,3.0,868.3573983378639,0.4067195062423842
50.0,180.0,9,T31s,43.0,843.2733070134675,708.3792291916177,-70.55593071605976,44,66.93248177576028,1200.0,3.0,892.1465965182575,0.3777932088353353
50.0,180.0,10,T31s,43.0,843.2733070134675,2185.7048050482877,-218.28535225817933,44,84.35818273597322,1200.0,3.0,865.4217956860174,0.44555181427149715
50.0,180.0,1,T31s,43.0,1111.1080538613996,2319.758923338786,-232.09487377144333,45,100.49338420234035,1200.0,48.0,1149.3427470446682,0.42395729545871197
50.0,180.0,2,T31s,43.0,1111.1080538613996,2296.4627709477227,-229.76956758592297,45,96.59744275406028,1200.0,48.0,1160.1254284717731,0.41660676500643723
50.0,180.0,3,T31s,43.0,1111.1080538613996,2598.447326281347,-259.9718767280599,45,99.75504543990976,1200.0,48.0,1172.8939176738716,0.369508750452172
50.0,180.0,4,T31s,43.0,1111.1080538613996,4056.409386155842,-405.7619329683395,45,99.16783415092485,1200.0,48.0,1146.0248516447805,0.4680219793002649
50.0,180.0,5,T31s,43.0,1111.1080538613996,9602.061819023782,-960.3337448810496,45,135.43070345139063,1200.0,48.0,1144.810712252187,0.4199740038866808
50.0,180.0,6,T31s,43.0,1111.1080538613996,5570.066810342711,-557.1429436365357,45,128.42739595289126,1200.0,48.0,1163.2357444144834,0.42193205601639605
50.0,180.0,7,T31s,43.0,1111.1080538613996,2636.17321992333,-263.73656829514823,45,101.28864699813344,1200.0,48.0,1153.181615856291,0.4013734907328971
50.0,180.0,8,T31s,43.0,1111.1080538613996,1262.5139408477048,-126.36807017255062,45,86.5583568180182,1200.0,48.0,1159.0915128872514,0.3900082074671001
50.0,180.0,9,T31s,43.0,1111.1080538613996,6645.833521036632,-664.7140622016084,45,104.29382508069565,1200.0,48.0,1155.1469169998986,0.4944335867935687
50.0,180.0,10,T31s,43.0,1111.1080538613996,4163.225761871689,-416.45157594157035,45,113.75488293364374,1200.0,48.0,1154.043614766925,0.4522833049822324
50.0,180.0,1,T31s,43.0,714.0332842652938,4464.789008851918,-446.5124794349933,46,101.07588028845493,1200.0,50.0,762.0392836669776,0.5751054048943163
50.0,180.0,2,T31s,43.0,714.0332842652938,3474.3083289420983,-347.43702894402355,46,88.32198050256595,1200.0,50.0,732.8127402567472,0.5157142478922496
50.0,180.0,3,T31s,43.0,714.0332842652938,5482.694965926551,-548.2880059463965,46,115.47192532337593,1200.0,50.0,734.6498752203784,0.5375407948433426
50.0,180.0,4,T31s,43.0,714.0332842652938,5233.996295934754,-523.42412474146,46,97.31558779325951,1200.0,50.0,740.3957873528653,0.6241203792429573
50.0,180.0,5,T31s,43.0,714.0332842652938,8916.032457836083,-891.6235945019996,46,116.1801156164964,1200.0,50.0,737.3331423201302,0.5377898829155509
50.0,180.0,6,T31s,43.0,714.0332842652938,3421.4745472168443,-342.15120708018117,46,86.56285030334406,1200.0,50.0,727.4166707540016,0.5288826873644847
50.0,180.0,7,T31s,43.0,714.0332842652938,2613.870245626809,-261.3994820255536,46,85.01571386612228,1200.0,50.0,745.0611621210702,0.5172997268925527
50.0,180.0,8,T31s,43.0,714.0332842652938,7887.154018269786,-788.7490763130058,46,129.1282609174088,1200.0,50.0,740.2581876347695,0.6106809260287775
50.0,180.0,9,T31s,43.0,714.0332842652938,654.2866434938738,-65.41439889766038,46,60.62765224714707,1200.0,50.0,730.0249091092464,0.4198126667535776
50.0,180.0,10,T31s,43.0,714.0332842652938,17035.317569889623,-1703.5768027113343,46,145.00344710681543,1200.0,50.0,740.0214891324109,0.6728683463077727
50.0,180.0,1,T31s,43.0,364.05532201340236,3587.451013796887,-358.2771002678637,47,80.86308968365968,1200.0,11.0,377.46021645513645,0.7131941876189533
50.0,180.0,2,T31s,43.0,364.05532201340236,5628.722885516901,-562.4059913292017,47,93.0540691886676,1200.0,11.0,376.44540010674604,0.6955659905649562
50.0,180.0,3,T31s,43.0,364.05532201340236,5366.744456863296,-536.2174463603656,47,98.13313292868779,1200.0,11.0,376.9550400712764,0.7686168611980537
50.0,180.0,4,T31s,43.0,364.05532201340236,1296.2627868408365,-129.1410864424597,47,56.6517079898696,1200.0,11.0,377.0213684451998,0.624568954157263
50.0,180.0,5,T31s,43.0,364.05532201340236,6228.653423156562,-622.4001010150884,47,90.81493000079053,1200.0,11.0,382.2998673543498,0.6791509644318754
50.0,180.0,6,T31s,43.0,364.05532201340236,1872.9421147056055,-186.81480949550496,47,62.38717200013092,1200.0,11.0,372.57545667230954,0.6895058286665053
50.0,180.0,7,T31s,43.0,364.05532201340236,1163.292647930812,-115.8385326547504,47,51.96617709774727,1200.0,11.0,373.49495208241177,0.6055320490589963
50.0,180.0,8,T31s,43.0,364.05532201340236,4956.444536129749,-495.19394049803134,47,96.29695047022172,1200.0,11.0,377.7555018431151,0.8348909809398946
50.0,180.0,9,T31s,43.0,364.05532201340236,701.442956989493,-69.64629195816066,47,47.06958295388652,1200.0,11.0,374.20101537392395,0.5449846914808125
50.0,180.0,10,T31s,43.0,364.05532201340236,6455.848813827575,-645.1376608659938,47,107.2102809939905,1200.0,11.0,379.9863654309816,0.8183164673396959
50.0,180.0,1,T31s,43.0,295.38218993219135,4825.8394339233055,-482.1740236359935,48,92.88326178643635,1200.0,45.0,307.90098137267546,0.7921856197302741
50.0,180.0,2,T31s,43.0,295.38218993219135,2409.14514073958,-240.49314333640513,48,68.91076165040351,1200.0,45.0,309.55250154782766,0.7478693167993589
50.0,180.0,3,T31s,43.0,295.38218993219135,7404.288709174496,-740.0163244776874,48,87.85099137427429,1200.0,45.0,306.49108679710946,0.790986517688098
50.0,180.0,4,T31s,43.0,295.38218993219135,1894.3260180683073,-189.0027803527974,48,64.13049071189702,1200.0,45.0,304.3127478423435,0.7101184690769491
50.0,180.0,5,T31s,43.0,295.38218993219135,4336.3025565733005,-433.2073303913078,48,78.170448131872,1200.0,45.0,303.78917063154273,0.7353603570665563
50.0,180.0,6,T31s,43.0,295.38218993219135,1721.600577144641,-171.72122987852472,48,51.501736252017736,1200.0,45.0,304.64358414169124,0.6602044023376178
50.0,180.0,7,T31s,43.0,295.38218993219135,4665.930725077338,-466.16697718547795,48,73.3266316242777,1200.0,45.0,301.0192555012464,0.7360994681691271
50.0,180.0,8,T31s,43.0,295.38218993219135,3704.718524734666,-370.0457476708828,48,71.92596587175346,1200.0,45.0,302.35647982596265,0.7328075252919044
50.0,180.0,9,T31s,43.0,295.38218993219135,7250.782040439895,-724.6663371563449,48,105.7248366728009,1200.0,45.0,308.1227589388159,0.7286044831139792
50.0,180.0,10,T31s,43.0,295.38218993219135,1145.0725425913186,-114.06130526396376,48,47.9389568433334,1200.0,45.0,305.6629352218751,0.594872558587959
50.0,180.0,1,T31s,43.0,1150.4552776278874,1825.8169956196834,-182.5318026496639,49,90.53684311549935,1200.0,8.0,1179.544789780236,0.3980875539564367
50.0,180.0,2,T31s,43.0,1150.4552776278874,1392.8308849607329,-139.24580235744492,49,92.03231313250103,1200.0,8.0,1211.219210524617,0.39888562466179156
50.0,180.0,3,T31s,43.0,1150.4552776278874,4786.642250152461,-478.61987675848064,49,109.50002726705077,1200.0,8.0,1181.4457103101108,0.3791816100377488
50.0,180.0,4,T31s,43.0,1150.4552776278874,5925.956890377769,-592.576167988338,49,130.0754614840784,1200.0,8.0,1194.817044804286,0.4802139937913196
50.0,180.0,5,T31s,43.0,1150.4552776278874,2473.971862039733,-247.33060202345203,49,87.45892562915365,1200.0,8.0,1159.3512017509245,0.36026040867938885
50.0,180.0,6,T31s,43.0,1150.4552776278874,5567.067311724304,-556.6759945464325,49,103.68281026602236,1200.0,8.0,1222.8537163605492,0.42554576052156323
